date,investor_deposit,deriv_deposit,broker_rp_balance,margin_call_unpaid,margin_call_liquidation,margin_liquidation_ratio,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,credit_short_kospi,credit_short_kosdaq,subscription_loan,pledged_securities_loan,cma_rp,cma_mmf,cma_jonggeum,cma_note,cma_other,cma_balance,mmf_total,mmf_indiv,mmf_corp,mmf_other
2021-03-08,67732469,13645007,92659503,307917,19909,7.2,21469679,11750194,9719485,204,77,126,0,17718464,32646110,3235957,0,6823710,21034855,63740632,150630985,25035323,125595662,0
2021-03-09,68099688,13710258,91421093,304318,24593,8.0,21444634,11755693,9688941,204,77,126,0,18181098,31963656,3005593,0,6991843,21254516,63215607,145267358,24673720,120593638,0
2021-03-10,60402815,13665329,86229552,403182,29648,9.7,21318531,11691975,9626557,204,77,126,0,18883792,25471548,2672355,0,2986517,14363936,45494356,141417069,23805720,117611349,0
2021-03-11,57637180,13445137,82589618,405597,35130,8.7,21347571,11775990,9571581,204,77,126,0,18976648,25672991,2643776,0,3033346,14330227,45680339,140430552,23196663,117233889,0
2021-03-12,64101351,13442733,92379520,361080,16481,4.1,21229942,11683996,9545945,204,77,126,0,17724635,34630351,2744453,0,7522575,21937407,66834785,142980636,23228467,119752169,0
2021-03-15,66273399,13334866,94549496,267284,14207,3.9,21141826,11619610,9522216,204,77,126,0,17584905,34286157,3228204,0,8513137,20832731,66860228,147506949,24484578,123022372,0
2021-03-16,65898996,13257564,93837769,238393,12987,4.9,21130800,11601101,9529698,204,77,126,0,17580887,33596830,3237270,0,6777747,21280351,64892199,155044952,24691293,130353659,0
2021-03-17,63225072,13294512,93967878,231028,12456,5.2,21242772,11679650,9563121,204,77,126,0,17671149,33536077,3246048,0,6731493,20983021,64496640,156153841,24767807,131386034,0
2021-03-18,64171190,13276235,94685263,224987,11423,4.9,21331119,11725055,9606064,204,77,126,0,17641477,34397959,3258625,0,7363934,21860957,66881475,155652392,24805005,130847387,0
2021-03-19,63476696,13308059,95033085,221784,13436,6.0,21658610,11958213,9700397,204,77,126,0,17733213,34505876,3294638,0,7416957,22071440,67288911,154676280,24943455,129732824,0
2021-03-22,63840335,13251863,95017691,228434,14087,6.4,21793730,12022670,9771060,204,77,126,0,17752120,34575135,3292498,0,7478761,22526024,67872417,154396548,25019472,129377077,0
2021-03-23,63223149,13514406,92836812,249384,17299,7.6,21978891,12183423,9795468,204,77,126,0,17900640,32395755,3224848,0,6324276,20338941,62283820,154280840,25010918,129269923,0
2021-03-24,61340819,13640153,91893308,283978,26502,10.6,22116807,12260283,9856524,204,77,126,0,17973079,32287620,3215719,0,6538454,20214599,62256392,154405277,24853792,129551485,0
2021-03-25,62450911,13447780,93616007,335726,21442,7.6,22093377,12243516,9849860,204,77,126,0,17901936,34591180,3282564,0,7425307,22218171,67517222,152840738,24840453,128000285,0
2021-03-26,63500276,13051455,94571718,315587,20781,6.2,22160828,12295133,9865695,204,77,126,0,17943125,34663160,3346755,0,7444470,22595463,68049848,150809556,25055259,125754296,0
2021-03-29,63480904,12771434,92648168,285071,20043,6.4,22238838,12325627,9913211,204,77,126,0,17977553,34642871,3330203,0,7456525,22664750,68094349,150070462,25107797,124962664,0
2021-03-30,63537107,12566009,91629733,269835,15089,5.3,22222592,12301340,9921252,204,77,126,0,17999169,34671946,3334559,0,7466922,22476093,67949521,147029774,25094718,121935056,0
2021-03-31,62622495,12287324,89237770,326342,15650,5.8,22235476,12309180,9926295,204,77,126,0,18072166,34660262,3307124,0,7524684,22411647,67903717,139840614,25019019,114821595,0
2021-04-01,65712645,12536677,93028653,295514,15998,4.9,22200167,12282020,9918147,204,77,126,0,18069003,34796562,3317143,0,7447540,22748562,68309807,143383601,25046272,118337329,0
2021-04-02,65395782,12585455,94431493,277110,15345,5.2,22259753,12333632,9926121,204,77,126,0,18137209,34914377,3328881,0,7487768,23114168,68845194,155622839,25114351,130508488,0
2021-04-05,63793750,12770794,95349726,298425,16920,6.1,22194386,12285581,9908805,166,77,88,0,18072658,34943420,3318787,0,7463627,23115152,68840986,166239448,25146762,141092686,0
2021-04-06,63594324,12767550,95778668,265433,16680,5.6,22163483,12235520,9927963,166,77,88,0,18037339,35074794,3338146,0,7469393,23250264,69132596,168149917,25185188,142964730,0
2021-04-07,63735190,12687476,95818025,279596,17706,6.7,22206980,12252867,9954113,166,77,88,0,18088988,35000452,3348375,0,7463367,23160827,68973021,167123254,25243703,141879551,0
2021-04-08,64149969,13025216,95671254,307107,16090,5.8,22164531,12200606,9963926,166,77,88,0,18129669,35031765,3344884,0,7480163,22626796,68483607,166580558,25269058,141311500,0
2021-04-09,64716571,13087188,95719848,300365,21146,6.9,22156032,12186582,9969450,166,77,88,0,18108236,35232158,3333889,0,7534919,22667980,68768946,164011583,25265272,138746311,0
2021-04-12,63949567,13070920,95168676,292414,15459,5.1,22235845,12239000,9996845,166,77,88,0,18178309,35118824,3319296,0,7426702,22363277,68228099,160572583,25382598,135189985,0
2021-04-13,63601860,13178125,93648609,302717,21101,7.2,22278534,12252524,10026010,166,77,88,0,18313282,33565241,3245716,0,6624516,21108375,64543848,159901250,25306067,134595183,0
2021-04-14,63017243,13154996,93711504,326011,17301,5.7,22384179,12303063,10081116,166,77,88,0,18320614,33590049,3241104,0,6619050,20835221,64285424,160603584,25185179,135418404,0
2021-04-15,65653778,13134360,96112776,303719,17163,5.3,22421043,12300722,10120321,166,77,88,0,18212039,35456097,3247281,0,7498336,22548585,68750299,161953465,25164005,136789460,0
2021-04-16,67001444,13060293,92906647,281692,21972,7.2,22455611,12308495,10147117,166,77,88,0,17837577,35718639,3317953,0,7607108,22926488,69570187,165574259,25323650,140250609,0
2021-04-19,69183003,13091651,95799925,299567,17800,6.3,22541610,12330652,10210958,166,77,88,0,18247026,35035856,3244625,0,7419492,22593376,68293349,166138959,25376501,140762458,0
2021-04-20,65681400,13114861,93631196,273324,18573,6.2,22904590,12564616,10339974,166,77,88,0,18474909,33191797,3069480,0,6688279,20615914,63565470,166067329,25111904,140955425,0
2021-04-21,67125102,13240799,93927176,282646,13950,5.1,23090501,12669844,10420657,166,77,88,0,18521173,33128535,3058786,0,6716768,20726424,63630512,164692970,24928318,139764652,0
2021-04-22,69417226,13209897,96288074,264819,16237,5.7,23199424,12690322,10509103,166,77,88,0,18329681,35319186,3103712,0,7527892,22475150,68425940,165490304,24909409,140580896,0
2021-04-23,67687651,13285425,96342640,317994,18484,7.0,23376887,12839500,10537387,137,49,88,0,18463659,35636545,3380072,0,7650858,23046375,69713850,163704066,25326879,138377187,0
2021-04-26,68602132,13384258,96051815,318215,19023,6.0,23375883,12839405,10536478,137,49,88,0,18700128,35731127,3345401,0,7739429,23123588,69939546,163952034,25359007,138593026,0
2021-04-27,69992209,13256190,95673018,282069,27911,8.8,23374934,12834898,10540037,123,34,88,0,18651407,35895348,3257041,0,7890825,23075183,70118397,165926837,25189545,140737291,0
2021-04-28,73595861,13411716,93080969,277460,19181,6.8,23450995,12895357,10555638,123,34,88,0,18853622,32561037,2926607,0,7014986,20722193,63224823,166098846,24559843,141539003,0
2021-04-29,59484173,13244068,84530062,326955,19407,7.0,23545395,12968919,10576477,123,34,88,0,20440633,25488100,2572560,0,3153351,14039685,45253696,166704620,23520413,143184207,0
2021-04-30,58416679,13062481,82072177,392750,25543,7.8,23374796,12877528,10497268,123,34,88,0,20431014,25557248,2541830,0,3214741,14112703,45426523,156143712,22807494,133336218,0
2021-05-03,77901845,12908187,93165659,358975,29678,7.6,23207071,12766155,10440916,108,20,88,0,18937695,35419231,2661806,0,8043558,22269988,68394583,156125221,22802537,133322684,0
2021-05-04,73923848,12766369,95517195,372197,26804,7.5,23054668,12681636,10373032,89,1,88,0,18773335,35538862,3094959,0,7938934,22992778,69565532,165691669,24194898,141496770,0
2021-05-06,72058521,12978015,95568941,380959,23756,6.4,22818405,12542924,10275481,8797,6036,2761,0,18609152,35394493,3131559,0,7779593,22886364,69192009,174122296,24532675,149589621,0
2021-05-07,67961200,13101441,94315449,297571,19002,5.0,22611400,12434073,10177326,15664,10542,5123,0,18471814,34024674,3075424,0,6976955,21078067,65155120,179713167,24607271,155105896,0
2021-05-10,67766633,13100074,93914959,277383,16420,5.5,22781825,12549600,10232226,21474,16201,5273,0,18375413,34005485,3081935,0,6904368,20783898,64775687,177850812,24555579,153295233,0
2021-05-11,69159957,13212821,93590559,259946,17131,6.2,22922181,12648770,10273411,23454,17766,5688,0,18455612,33963167,3076452,0,6941497,20895517,64876633,178035014,24561399,153473614,0
2021-05-12,71596438,13094026,93186192,255214,15799,6.1,23071504,12735925,10335580,26983,20876,6107,0,18529909,33156634,3085310,0,6663460,20082269,62987673,177534362,24578856,152955505,0
2021-05-13,71060750,12937677,94275885,371630,30289,11.9,23420100,13005600,10414500,27025,21314,5711,0,18326661,34072015,3076560,0,7058712,21399037,65606324,178364226,24542436,153821790,0
2021-05-14,66614908,12537266,94425695,476790,36020,9.7,23362263,13010439,10351825,25850,19996,5854,0,18698991,34035850,3081108,0,7057424,21398467,65572850,179115762,24618329,154497433,0
2021-05-17,65439078,12359278,93382054,477880,32320,6.8,23261661,12967069,10294591,22954,18147,4807,0,18729596,34112636,3105494,0,7073811,21418064,65710005,178409693,24700874,153708819,0
2021-05-18,65976490,12371564,95673806,354375,26616,5.6,23191411,12926744,10264667,26201,19862,6340,0,18410437,35344864,3129323,0,7626473,22906219,69006879,175608530,24749235,150859295,0
2021-05-20,64462516,12423001,95836954,333942,28360,8.0,23228305,12960927,10267378,26163,19340,6823,0,18404532,35448833,3206389,0,7649985,22915524,69220731,175944888,24952968,150991921,0
2021-05-21,64777065,12296619,95869717,277029,29160,8.7,23152896,12909392,10243503,29045,21711,7335,0,18332362,35598142,3209707,0,7689469,23080121,69577439,170739957,24966099,145773858,0
2021-05-24,63876506,12199950,95728859,270578,20663,7.5,23189845,12946222,10243622,30696,22483,8213,0,18323990,35492110,3211341,0,7693349,23064033,69460834,169874966,25171841,144703125,0
2021-05-25,63560483,12311696,95219038,308157,32426,12.0,23108295,12890759,10217536,29389,21153,8236,0,18437884,35415349,3202869,0,7679862,23015540,69313619,168140722,25152003,142988720,0
2021-05-26,62925819,12197269,94734905,322515,22083,7.2,22921540,12780780,10140760,28074,20673,7401,0,18477712,34626351,3152765,0,7311484,22253837,67344436,168070528,25081016,142989512,0
2021-05-27,63264948,11980935,94516287,264273,27305,8.5,22986929,12817972,10168957,31804,23827,7977,0,18327793,34616918,3153716,0,7247696,22015049,67033379,169186170,24992841,144193329,0
2021-05-28,64365811,11842046,95588604,256345,15262,5.8,23119818,12889597,10230221,33570,25523,8047,0,18318672,35467548,3163831,0,7726895,22979008,69337282,169122401,24982789,144139612,0
2021-05-31,64073702,11731576,95120127,276953,14544,5.7,23174810,12908115,10266695,34950,26457,8493,0,18368493,35451236,3205258,0,7820372,22730229,69207096,165370318,25087513,140282805,0
2021-06-01,66614093,11847652,96102909,222025,16984,6.1,23200434,12900456,10299978,33756,26137,7619,0,18334081,35490641,3219710,0,7822616,23022468,69555435,166806917,25046918,141760000,0
2021-06-02,65825427,11988410,95724286,234940,17844,8.0,23308023,12971625,10336399,33894,25973,7920,0,18413843,35114137,3211815,0,7569602,22473044,68368597,171399770,25044458,146355312,0
2021-06-03,64814895,12060653,94650667,244746,19496,8.3,23281532,12923240,10358292,36858,28884,7974,0,18447255,33911684,3167986,0,6591082,21000737,64671488,175351981,24979774,150372207,0
2021-06-04,64169063,12177051,93675800,267162,13402,5.5,23451900,13050848,10401052,38982,30605,8377,0,18740163,33587295,3148380,0,6398895,20251435,63386005,176903841,24859777,152044064,0
2021-06-07,66621793,12125271,95202448,258304,15947,6.0,23575951,13118422,10457529,38512,30599,7913,0,18648161,34655536,3179289,0,7366037,21605911,66806772,177645788,24843254,152802535,0
2021-06-08,67124997,12112444,95920007,258169,22695,8.8,23665623,13172943,10492680,40580,32411,8169,0,18443348,35066810,3222677,0,7657222,22557020,68503729,167233375,24961082,142272293,0
2021-06-09,65057558,12365475,95161568,271286,16560,6.4,23747298,13220231,10527067,40215,32328,7886,0,18548686,34495226,3183884,0,7197676,21747138,66623924,160876874,25003588,135873285,0
2021-06-10,67130524,12217773,94865132,268250,16797,6.2,23660630,13171082,10489549,39328,31529,7800,0,18592555,34614219,3176517,0,7163280,21229679,66183695,157997988,24969715,133028272,0
2021-06-11,66615764,12062417,95582271,311587,20289,7.6,23563962,13089462,10474501,39404,31232,8171,0,18502806,35428979,3200891,0,7607634,22327019,68564523,159874201,24994463,134879738,0
2021-06-14,66887441,11658031,96019652,291791,16219,5.2,23499310,13060479,10438831,40444,31821,8624,0,18471509,35711494,3250161,0,7791545,22725114,69478314,160125283,25123497,135001786,0
2021-06-15,67476318,11625362,95405837,249816,16409,5.6,23498832,13030765,10468066,42172,33308,8864,0,18623481,34950770,3221098,0,7178228,21344475,66694573,161166924,25120893,136046031,0
2021-06-16,67036647,11656365,95342475,268318,16169,6.5,23494332,13034842,10459490,42585,32892,9694,0,18640613,35001631,3224756,0,7164854,21329853,66721094,164386328,25055456,139330872,0
2021-06-17,67069814,11709632,96466028,266053,17084,6.4,23546482,13038845,10507637,42776,33353,9423,0,18557170,35926014,3238788,0,7797648,22810999,69773449,164604505,25057292,139547213,0
2021-06-18,67025724,11699856,96112143,261577,18492,7.0,23601994,13081850,10520144,42884,33635,9249,0,18533381,36019912,3312914,0,7864066,22944156,70141047,158766351,25228934,133537416,0
2021-06-21,67946774,11589603,95882076,253325,22206,8.5,23644811,13115305,10529506,42971,33146,9825,0,18572405,35835484,3315284,0,7763379,23005605,69919752,159237094,25222065,134015029,0
2021-06-22,67413301,11516730,96359399,259813,22303,8.8,23719033,13181294,10537739,43350,33129,10221,0,18587690,35786053,3340873,0,7716422,22857451,69700799,157357391,25210777,132146614,0
2021-06-23,66060146,11503144,95936618,309929,20327,7.8,23692760,13162460,10530300,40585,30841,9744,0,18661061,35675119,3334482,0,7673277,22921176,69604054,157060447,25204686,131855761,0
2021-06-24,66624409,11527280,95539614,312502,18976,6.1,23733047,13167450,10565596,43230,33821,9410,0,18677890,35629372,3332479,0,7637078,22618730,69217659,156179419,25188398,130991020,0
2021-06-25,67049902,11337204,95102805,351338,20309,6.5,23789142,13188829,10600314,46748,37084,9665,0,18775450,35774269,3365494,0,7718410,22600211,69458385,150719252,25150483,125568769,0
2021-06-28,67677829,10930924,93972500,368250,23184,6.6,23849446,13226876,10622570,46241,36665,9576,0,18703721,35766190,3346758,0,7796650,22884657,69794254,149484859,25136146,124348713,0
2021-06-29,67877006,10658465,92895543,296162,28339,7.7,23777511,13137142,10640369,44365,34795,9569,0,18690136,35760344,3344358,0,7859805,22860560,69825067,147522719,25095619,122427100,0
2021-06-30,66132831,10571357,89600425,285427,22089,7.5,23831339,13168313,10663026,44808,35334,9474,0,18692783,36053737,3338814,0,8032931,22714607,70140088,142082441,25044544,117037896,0
2021-07-01,69119118,10679280,93128885,293096,18278,6.4,24181595,13386091,10795504,45764,35372,10392,0,18727681,35665215,3328833,0,7907931,23008948,69910927,141734091,25028238,116705854,0
2021-07-02,66961614,10894137,93385044,264505,18747,6.4,24302284,13450893,10851391,47976,37406,10570,0,18746668,34581252,3273849,0,7185740,21598694,66639535,149658296,25053255,124605041,0
2021-07-05,67876522,11307330,94227936,282531,14561,5.5,24445239,13538474,10906765,47657,36636,11021,0,18730072,34600647,3255200,0,7206500,21697695,66760042,154111223,24978567,129132656,0
2021-07-06,66735911,11610183,95455954,275327,16101,5.7,24533546,13605224,10928322,49435,36688,12747,0,18764725,35907486,3270520,0,7961420,23727214,70866639,160165009,24965573,135199436,0
2021-07-07,67900212,11691961,95438125,285743,17229,6.3,24584072,13634584,10949488,49736,36791,12945,0,18753742,35958235,3292427,0,8072949,23734322,71057932,160222267,25054009,135168258,0
2021-07-08,69441988,11646309,95019545,308422,18596,6.5,24597762,13605252,10992510,49792,37627,12165,0,18743948,35210386,3206002,0,8111614,23333720,69861721,160969302,24982049,135987253,0
2021-07-09,66540506,11563644,90396718,328736,18226,5.9,24614273,13624727,10989545,49564,36459,13105,0,19337209,31018443,2969611,0,4830173,17808072,56626299,161365542,24584592,136780950,0
2021-07-12,65093801,11511842,89410161,346781,23626,7.2,24536954,13554418,10982536,44722,32157,12565,0,19333506,31039794,2976265,0,4883179,17692476,56591713,159610852,24123135,135487717,0
2021-07-13,68415480,11415304,94004905,379187,22446,6.5,24482559,13549162,10933397,41467,28517,12951,0,18776173,35306500,3037099,0,8090820,22936918,69371336,160153988,24147521,136006466,0
2021-07-14,66497430,11352941,93145733,329017,20368,5.4,24476658,13534076,10942582,43541,30175,13366,0,18713598,33683266,3126236,0,7386967,21298661,65495130,161706496,24572725,137133771,0
2021-07-15,69318414,11384120,93208109,374393,15429,4.7,24535029,13527985,11007044,47033,33028,14005,0,18719882,33763887,3133207,0,7418399,21202657,65518151,161708137,24556151,137151986,0
2021-07-16,68902473,11383814,95109464,392395,19903,5.3,24670163,13618679,11051484,47780,33105,14674,0,18742498,35651537,3149224,0,8051191,23016295,69868247,167224032,24595776,142628256,0
2021-07-19,68141977,11403791,94138947,415013,16875,4.3,24771342,13663649,11107693,48615,33902,14713,0,18776210,34607640,3249296,0,7766359,22253988,67877283,167938301,24819249,143119051,0
2021-07-20,67796611,11467281,94375958,301128,25389,6.1,24730390,13632058,11098332,45821,32223,13598,0,18815754,34318682,3266841,0,7741313,21984392,67311228,168081722,24771641,143310081,0
2021-07-21,67942985,11626805,94732973,335508,18105,6.0,24718434,13640762,11077672,44826,30070,14756,0,18897306,35077163,3275060,0,8184457,22952145,69488824,168917210,24748978,144168232,0
2021-07-22,68073388,11640911,94982455,337834,20045,6.0,24620008,13583437,11036571,41867,28552,13315,0,18909423,35333496,3323866,0,8372514,23125589,70155465,168616461,24878995,143737466,0
2021-07-23,67797427,11489142,94599357,357168,19820,5.9,24648295,13571776,11076519,40517,27250,13267,0,18860026,35340818,3308685,0,8558329,23154994,70362825,168795949,24828474,143967475,0
2021-07-26,71664635,11491938,93146317,298904,18209,5.1,24584625,13525453,11059171,42943,29392,13551,0,18817654,33548956,3125167,0,8237419,22069538,66981080,166925025,24602077,142322947,0
2021-07-27,63070898,11340439,87865586,273490,17335,5.8,24600173,13518061,11082112,44255,31045,13210,0,19199803,28892988,2812203,0,4086042,16733673,52524906,162567882,23712682,138855201,0
2021-07-28,66012657,11238509,84974592,324547,20153,7.4,24596804,13516577,11080227,43000,29650,13351,0,19180151,28793286,2799522,0,4100307,16875229,52568344,164786329,23056123,141730206,0
2021-07-29,75167523,11072882,89892301,307345,21094,6.5,24548178,13469764,11078414,41842,29134,12708,0,18716532,33487198,2864107,0,8592353,22547737,67491395,173237886,23027980,150209907,0
2021-07-30,67256135,10997225,88004451,314949,19309,6.3,24453486,13410691,11042795,41481,28983,12498,0,18801346,30517196,2860061,0,5760166,18688912,57826334,169185560,23521379,145664181,0
2021-08-02,69650449,10983198,88623268,295370,15370,4.9,24446487,13403042,11043444,43976,30284,13692,0,18750811,30445179,2846212,0,5706061,18972541,57969994,169137460,23371211,145766249,0
2021-08-03,69879690,11014389,90878405,296180,19460,6.6,24368595,13370940,10997655,40937,28382,12555,0,18637904,32855008,2877900,0,7597016,21601397,64931320,178291248,23378288,154912960,0
2021-08-04,70049861,11059977,92041938,293602,15123,5.1,24281884,13300789,10981095,41182,27880,13302,0,18599925,32923676,3114459,0,7615251,21737870,65391256,181627335,23866412,157760924,0
2021-08-05,69977077,11156096,92851354,293942,19693,6.7,24215780,13245133,10970647,39919,27112,12807,0,18591987,33608348,3106068,0,7916291,22113113,66743820,187375384,23874336,163501048,0
2021-08-06,68807417,11061411,93007521,270560,18749,6.4,24162399,13170546,10991853,41647,28566,13081,0,18537867,33568236,3145593,0,7831062,22184502,66729393,188566486,23940681,164625805,0
2021-08-09,71582436,11012568,92949893,243445,14850,5.5,24438735,13325915,11112820,42755,29275,13480,0,18576530,33722437,3088530,0,7937015,22073515,66821497,187697759,23972965,163724794,0
2021-08-10,66799689,11047437,89629483,250571,18008,7.4,24659764,13443268,11216496,43702,29931,13771,0,19224019,30328430,2916586,0,6160346,18273807,57679169,181179020,23746357,157432663,0
2021-08-11,66687234,11102138,88064561,346343,22472,9.0,24892165,13562405,11329759,42143,27865,14277,0,19253245,30373038,2933534,0,6185835,18643521,58135927,177501857,23454839,154047018,0
2021-08-12,74201625,10972741,92129399,435043,23844,6.9,24955770,13600731,11355040,41422,28727,12696,0,19174297,34440474,2961129,0,7756107,22346183,67503894,174864639,23499089,151365550,0
2021-08-13,71986883,10952703,91767355,390327,33667,7.7,25095596,13703405,11392191,42126,28032,14094,0,19224527,32922577,3009413,0,7134290,20694740,63761020,174485064,23844641,150640424,0
2021-08-17,70123050,10953296,90945203,398726,31869,8.2,25471210,13936664,11534547,42657,28508,14149,0,19352607,32772347,3044113,0,7141355,20755263,63713078,179700102,23869453,155830649,0
2021-08-18,70837833,10897348,92487717,391386,37007,9.3,25611163,14068634,11542530,37755,25043,12712,0,19430448,34430305,3092675,0,7890393,22826876,68240248,178228805,23892375,154336430,0
2021-08-19,69876183,11141172,93130824,444239,42170,10.8,25365647,13915041,11450606,35349,23528,11821,0,19355074,34491244,3165728,0,7914097,22813640,68384708,177170715,24167493,153003222,0
2021-08-20,69649977,10969974,93422544,359175,28908,6.5,25195666,13822522,11373144,36217,23676,12542,0,19158189,34641880,3182333,0,7955734,23005520,68785467,177355366,24204881,153150485,0
2021-08-23,69389482,11114639,93455107,426467,37688,10.5,25067634,13748793,11318841,34500,22588,11912,0,19326499,34664395,3187973,0,7943956,23064821,68861145,174754198,24243964,150510233,0
2021-08-24,68843827,11069239,92461564,460895,22803,5.3,24578003,13475901,11102102,32081,21812,10268,0,19341536,34031462,3133988,0,7611021,22488955,67265426,173784678,24211655,149573023,0
2021-08-25,63585614,10798364,87371584,377156,17271,3.7,24454159,13414752,11039407,36684,24615,12069,0,19710248,29638871,2817275,0,6057041,18030099,56543286,164722602,23680553,141042048,0
2021-08-26,64194961,10798052,86156760,282301,16166,4.3,24457367,13366287,11091080,37458,24049,13408,0,19619369,29768366,2809336,0,6095515,18272975,56946192,155826828,23173065,132653763,0
2021-08-27,71284264,10757303,91482126,254276,15880,5.6,24676283,13436649,11239635,39651,25947,13704,0,18975962,34853815,2844019,0,7560712,22988517,68247063,155979628,23196922,132782706,0
2021-08-30,70726855,10830183,92707748,281732,15980,6.3,24821640,13516394,11305245,39365,25013,14352,0,19033803,34813588,3171906,0,7744560,22703745,68433799,153635938,23967217,129668722,0
2021-08-31,69595257,10637427,92111601,266651,15313,5.4,24920586,13560413,11360173,39337,26272,13065,0,19108338,34417521,3150229,0,7759965,22500407,67828122,151056738,23938154,127118585,0
2021-09-01,67416329,10638666,89275118,278476,12625,4.7,25035680,13632462,11403219,41234,27468,13766,0,19382620,31189035,2871579,0,5826761,19256027,59143402,150038736,23627116,126411620,0
2021-09-02,69637922,10786368,88850294,263024,11274,4.0,25022853,13578649,11444204,42506,29176,13330,0,19385352,31324408,2879250,0,5863470,19500570,59567697,152259469,23377125,128882345,0
2021-09-03,69750220,10726636,92061401,255272,13499,5.1,25140378,13631146,11509232,43569,30152,13418,0,19128735,34232570,2908158,0,7804387,22414689,67359805,161499434,23374396,138125038,0
2021-09-06,69590577,10743130,93107195,278547,16904,6.6,25310527,13748305,11562222,42568,30120,12448,0,19257516,34337689,3130868,0,7811756,22543669,67823982,162508028,23809731,138698297,0
2021-09-07,69387124,10783036,92809630,245641,17605,6.3,25360955,13746922,11614033,43135,30498,12637,0,19249527,33981398,3053951,0,7775419,22590667,67401434,163393120,23741956,139651163,0
2021-09-08,61093215,10838892,86596439,262510,14292,5.8,25417204,13766007,11651197,42893,30560,12333,0,20085391,27682682,2661539,0,4209654,16559524,51113398,159075270,23211455,135863815,0
2021-09-09,61002839,10831586,84308104,275244,14372,5.5,25575066,13873906,11701160,44220,30227,13993,0,20049176,27604547,2650470,0,4247528,16377583,50880128,152483468,22523639,129959829,0
2021-09-10,73341921,10641603,90753390,307101,22594,8.2,25574883,13868919,11705964,43687,30276,13411,0,19283400,34510741,2726646,0,7909419,22294579,67441386,145587836,22510498,123077338,0
2021-09-13,70411447,10942459,93414338,322052,16432,5.4,25654021,13978781,11675240,40594,27712,12882,0,19359594,34651088,3074650,0,7906192,22716056,68347985,148872591,23524198,125348392,0
2021-09-14,68555850,10964494,92194210,261164,17791,5.5,25590363,13927495,11662867,42837,29437,13400,0,19287168,33334407,3034251,0,7234513,21411870,65015042,153442513,23570501,129872012,0
2021-09-15,65623666,10975522,90491695,281581,16052,6.1,25528134,13882859,11645275,42898,29766,13132,0,19518646,31790236,2900630,0,6701015,20200323,61592204,153747467,23389618,130357850,0
2021-09-16,68917431,10851018,90882692,258844,14347,5.1,25456203,13814222,11641981,43098,29372,13726,0,19325827,32623147,2931089,0,7011073,21301942,63867252,152981326,23299514,129681812,0
2021-09-17,69362634,10810044,93528810,228956,14159,5.5,25385292,13778377,11606915,44856,31212,13644,0,19210669,35084646,2979370,0,7736102,22849296,68649414,152452954,23511994,128940959,0
2021-09-23,69488232,10699984,93829322,235610,14177,6.2,25353582,13773643,11579939,43997,30723,13274,0,19269124,35180002,3160183,0,7847245,23308103,69495532,151908552,23923204,127985348,0
2021-09-24,67822818,10363231,92990013,210827,16224,6.9,25283980,13753441,11530539,44379,30940,13439,0,19257734,34316129,3126085,0,7374339,22370231,67186785,150965880,23900385,127065495,0
2021-09-27,68621851,10106059,92576405,268655,15388,7.3,25148681,13683739,11464942,43441,30246,13195,0,19319549,34144916,3095368,0,7357690,22380799,66978773,150411052,23814291,126596760,0
2021-09-28,68444282,10084980,90359161,329927,20890,7.8,25047389,13621950,11425439,42104,28841,13263,0,19515007,31961479,3003266,0,6483385,20363288,61811418,150772136,23634146,127137990,0
2021-09-29,66952779,10005963,87434598,345242,25587,7.8,24985917,13577708,11408208,43207,30324,12882,0,19575974,31263021,2969587,0,6225996,19494411,59953016,149735873,23331371,126404502,0
2021-09-30,68346305,10214971,87504729,390673,31600,9.2,24839347,13521609,11317737,40706,28658,12048,0,19475477,34445440,2963451,0,7709221,22365676,67483788,142057559,23247148,118810411,0
2021-10-01,69774635,10364611,91825720,390639,24787,6.3,24583790,13414966,11168824,37856,26359,11497,0,19456973,35037343,3066394,0,7867218,23623389,69594344,143088868,23479263,119609606,0
2021-10-05,70879365,11201484,92746319,347582,23317,6.0,24480696,13344231,11136466,38604,26837,11768,0,19351304,34810152,3086768,0,7809692,23965295,69671907,148980147,23680860,125299287,0
2021-10-06,70084177,11614959,92317130,362786,39385,11.3,24104167,13145765,10958402,37936,26503,11433,0,19397811,34476069,3100841,0,7611560,23199775,68388245,155442349,23778021,131664328,0
2021-10-07,67660498,11921991,93279623,425004,34417,9.5,23642581,12915060,10727522,37715,26268,11447,0,19307911,34519330,3103694,0,7610094,23363923,68597041,157716254,23785702,133930551,0
2021-10-08,66221653,11785759,93766211,498593,26321,6.2,23035479,12587651,10447828,33168,22395,10773,0,19255595,34933384,3098332,0,7793017,23789658,69614390,158881224,23780957,135100266,0
2021-10-12,67065945,11924652,93392340,389833,23999,4.8,22806895,12460712,10346184,39222,26789,12433,0,19070012,34621644,3090680,0,7646600,23447918,68806841,156143499,23827577,132315921,0
2021-10-13,65138642,11859302,91062622,320827,22105,5.7,22897012,12488309,10408703,39344,26964,12380,0,19131557,32030970,2985441,0,6572167,20674027,62262605,152790997,23678147,129112850,0
2021-10-14,65549774,11775257,90641279,312641,18377,5.7,23053869,12614451,10439417,39400,27901,11498,0,19187767,31992276,2993314,0,6559845,20609205,62154639,154370101,23431014,130939088,0
