date,investor_deposit,deriv_deposit,broker_rp_balance,margin_call_unpaid,margin_call_liquidation,margin_liquidation_ratio,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,credit_short_kospi,credit_short_kosdaq,subscription_loan,pledged_securities_loan,cma_rp,cma_mmf,cma_jonggeum,cma_note,cma_other,cma_balance,mmf_total,mmf_indiv,mmf_corp,mmf_other
2025-07-25,65162253,12479738,96930288,921240,12267,1.3,21830926,13344173,8486752,53726,45784,7943,0,23732824,36600641,3669798,113392,19225823,26898341,86507996,226014604,19888309,206126295,0
2025-07-28,67724782,12515122,96991173,926329,4740,0.5,21783598,13292496,8491102,52784,45609,7175,0,23686735,36682551,3743294,112691,19275748,27285274,87099557,226674428,20029647,206644781,0
2025-07-29,67357704,12604280,96767352,900574,9161,1.0,21788326,13298339,8489987,52448,45439,7009,0,23569282,36552982,3750752,112017,19062392,27432616,86910760,229088673,20046471,209042202,0
2025-07-30,68236779,12670623,97026783,924746,7624,0.8,21858078,13353527,8504551,51597,44525,7072,0,23597360,36713638,3772956,111734,19124998,27360959,87084284,228427416,20065233,208362182,0
2025-07-31,68685235,12669041,98029242,923902,5329,0.6,21791845,13292465,8499381,52183,44796,7388,0,23563977,37391248,3787929,112293,21095043,28440857,90827371,224093384,20113655,203979729,0
2025-08-01,71777723,12758483,98452083,921454,5707,0.6,21769976,13273097,8496879,52372,44935,7437,0,23526067,37291402,3812131,112532,20891554,28859505,90967124,224841063,20205263,204635800,0
2025-08-04,70294315,12616057,98849408,951025,16924,1.8,21780212,13299641,8480571,53219,46001,7217,0,23533836,37368608,3824390,112229,20922528,29036305,91264059,231300384,20221668,211078716,0
2025-08-05,67008067,12518298,98812681,1027661,13376,1.4,21651178,13261987,8389191,48137,41398,6740,0,23609771,37415145,3851369,112324,20857609,29165637,91402083,233878658,20284115,213594543,0
2025-08-06,66281131,12441187,97040264,934802,8847,0.9,21500301,13139218,8361083,48001,41158,6843,0,23731330,35959448,3789227,110140,17900955,26556917,84316687,233037625,20257700,212779925,0
2025-08-07,66876509,12391374,97556654,904008,4307,0.5,21575253,13174212,8401041,50353,43160,7193,0,23692639,35925590,3804950,110069,17948335,26237984,84026927,232257518,20162355,212095164,0
2025-08-08,67490593,12435677,98061432,906006,3571,0.4,21787908,13351229,8436679,51436,44165,7270,0,23465196,36551433,3816274,110304,18542919,27094421,86115351,230250875,20186596,210064279,0
2025-08-11,67961833,12400997,97991747,931220,5881,0.6,22036242,13528166,8508077,52204,44843,7361,0,23512731,36571664,3828955,110407,18587704,27201249,86299979,228707867,20248677,208459190,0
2025-08-12,68083551,12481376,98444665,949027,6604,0.7,22189194,13639210,8549984,52940,44072,8868,0,23628009,36862722,3823855,109869,18622851,27438163,86857461,229809023,20307532,209501491,0
2025-08-13,67833939,12446911,98158728,975169,6826,0.7,22203145,13623810,8579335,52823,43413,9410,0,23648586,36834581,3820995,109033,18657688,27409447,86831745,230630873,20364975,210265898,0
2025-08-14,69397303,12327810,99719609,1000777,7537,0.8,22211235,13616811,8594424,51490,42246,9245,0,23440426,37742831,3833284,110627,20550874,28734594,90972209,230150261,20336623,209813638,0
2025-08-18,67601908,12364927,99392817,926627,11193,1.1,22238800,13599863,8638937,51442,42437,9004,0,23399291,37859514,3869448,110876,20527837,28838838,91206512,231787518,20478746,211308771,0
2025-08-19,67492992,12393070,99580585,895564,7043,0.8,22085156,13512563,8572593,49802,41315,8487,0,23314873,37916091,3883333,111392,20924172,29554185,92389173,231858120,20485713,211372408,0
2025-08-20,68508197,12396574,99748593,914436,7516,0.8,22287340,13635068,8652272,48304,40385,7919,0,23358711,38066026,3878412,111005,20884260,29710092,92649796,232283521,20493098,211790423,0
2025-08-21,67463145,12428560,99871462,929586,12612,1.4,22150954,13552476,8598477,48108,39856,8252,0,23351504,38178881,3880263,114615,21015519,29737869,92927147,232185556,20487223,211698333,0
2025-08-22,66622228,12362446,100203764,923158,13060,1.4,21939038,13403698,8535340,47039,39082,7957,0,23329611,38315704,3896432,114637,21059393,30031252,93417417,229636628,20558116,209078512,0
2025-08-25,66124843,12410054,99576321,905656,4961,0.5,21940022,13406947,8533076,50638,42732,7906,0,23267730,38236158,3930531,114343,21044204,29595625,92920862,229055894,20566815,208489079,0
2025-08-26,68274038,12478414,99899934,880694,3771,0.4,21850072,13318556,8531516,52519,44726,7793,0,23190846,38179440,3941523,114123,21082754,29727540,93045379,229335970,20550238,208785732,0
2025-08-27,66861747,12365627,99950525,894507,3852,0.4,21887288,13347855,8539433,53355,45147,8209,0,23145016,38289659,3925560,113435,21060169,29907729,93296551,231960784,20558019,211402765,0
2025-08-28,67359049,12349355,99768550,915445,5709,0.6,22071192,13505217,8565975,52734,45020,7714,0,23294868,38144232,3908560,115039,21003025,29656807,92827663,230206628,20603003,209603626,0
2025-08-29,66299202,12271635,99959753,911498,7148,0.8,22155070,13570237,8584833,55033,47126,7906,0,23376667,38096848,3908072,116045,21139246,29280768,92540979,225090953,20557089,204533864,0
2025-09-01,68477259,12376268,99981212,896411,8723,1.0,22222669,13617025,8605644,55484,47674,7809,0,23373464,37917084,3902778,114687,20860943,29200203,91995695,225887575,20522533,205365042,0
2025-09-02,66185769,12249482,99975619,891147,6148,0.7,22260275,13649154,8611122,54921,47273,7648,0,23402791,37925736,3913876,114628,20828396,29237386,92020023,229706837,20495787,209211051,0
2025-09-03,65459551,12263345,100270358,914724,4674,0.5,22185984,13609001,8576984,53465,45709,7757,0,23377021,38011964,3929861,114429,20846906,29430291,92333451,229762707,20540544,209222163,0
2025-09-04,65940333,12225739,100844422,898114,3853,0.4,22151248,13578947,8572301,54565,46667,7898,0,23336126,38099095,3929309,114607,20881695,29417311,92442016,229290322,20548992,208741330,0
2025-09-05,64979582,12236008,100718226,892778,5214,0.6,22220955,13623224,8597731,54251,46528,7723,0,23440139,38036851,3922437,114155,20642760,28853337,91569540,227997838,20738829,207259009,0
2025-09-08,65800881,12126770,100853622,883479,4286,0.5,22253675,13619560,8634115,55306,46983,8323,0,23418062,38057758,3904359,114093,20607009,28888560,91571779,227017697,20765632,206252065,0
2025-09-09,68378500,12210761,100754568,893993,4306,0.5,22342404,13678072,8664332,55804,46450,9354,0,23486001,38184846,3910950,113719,20864590,29591772,92665877,224234914,20769170,203465745,0
2025-09-10,70590693,12316675,100945657,875016,3120,0.3,22380974,13671464,8709510,56415,46511,9904,0,23506967,38350653,3903822,113343,20969702,29678669,93016188,222133646,20770015,201363631,0
2025-09-11,71011813,12444257,100451453,883323,6389,0.7,22436243,13678776,8757467,58842,48632,10210,0,23539616,37901669,3886275,112810,19684654,28581996,90167405,224067722,20755442,203312280,0
2025-09-12,72887328,12526377,100207778,890190,4591,0.5,22407225,13620011,8787213,62008,51212,10796,0,23544263,38066028,3878428,112599,19815444,28914210,90786709,225831914,20754160,205077753,0
2025-09-15,74764367,12451490,100823231,895814,2661,0.3,22501290,13643602,8857688,57699,47975,9725,0,23610307,38561873,3887629,112824,20975300,29881668,93419294,225998769,20819480,205179289,0
2025-09-16,74928122,12535583,100725257,897225,3436,0.4,22527934,13648284,8879650,59030,49368,9662,0,23688839,38732192,3908812,111515,20780826,29515512,93048857,228026970,20875753,207151217,0
2025-09-17,73025829,12749612,100960837,929567,6024,0.7,22779657,13800184,8979473,59275,49384,9892,0,23917093,38821521,3917542,111687,20828773,29630554,93310077,226539477,20778828,205760649,0
2025-09-18,73606507,12634528,101326266,907199,7934,0.9,22881480,13841904,9039576,61439,51870,9569,0,23913538,38997314,3913380,111437,21189858,30023438,94235427,223991937,20814233,203177704,0
2025-09-19,72551874,12726897,99448770,928665,7241,0.8,23036952,13959176,9077777,59951,50410,9541,0,24375267,37617874,3817536,110189,17976651,27186708,86708957,219542199,20768089,198774110,0
2025-09-22,73560788,12623020,99306796,938260,6103,0.7,23160995,14046911,9114083,59607,49415,10191,0,24419284,37585033,3819138,112336,17942767,27239537,86698810,217613855,20615131,196998725,0
2025-09-23,74921264,12722714,101034705,1050048,6543,0.7,23286691,14134036,9152655,59443,49143,10300,0,24099990,38844285,3837551,113103,20947497,29753325,93495760,214596819,20596523,194000297,0
2025-09-24,75197067,12861861,101102932,979930,5461,0.5,23364313,14151139,9213174,59584,48053,11531,0,24201864,38982239,3908327,113049,21040647,30081694,94125956,213275346,20694611,192580735,0
2025-09-25,75995189,12805324,100996740,1040406,5430,0.6,23519906,14226035,9293871,59982,49073,10910,0,24274132,39097733,3973882,113126,21253221,30001669,94439632,210456936,20709705,189747231,0
2025-09-26,75617889,12990102,100796578,943481,11727,1.1,23537790,14223322,9314468,58619,48483,10136,0,24331809,38977810,3970303,113500,21240121,29856723,94158456,208691196,20755753,187935443,0
2025-09-29,76808482,12322286,99686489,939970,19739,2.1,23463228,14164543,9298686,58202,48522,9680,0,24372598,38952535,3961312,113091,21209898,29747247,93984082,207995300,20765109,187230191,0
2025-09-30,76447369,12389203,98753224,1105883,14465,1.5,23492840,14244693,9248147,55945,46252,9693,0,24552093,38999059,3962585,112857,21294118,29138783,93507401,197120725,20711001,176409724,0
2025-10-01,76530136,12425103,100878802,919729,12665,1.1,23345839,14121818,9224021,56685,47111,9574,0,24077105,39200839,3981501,112194,21193539,29705532,94193607,201052722,20751240,180301482,0
2025-10-02,73135876,12921530,101143705,910238,4319,0.5,23341255,14078990,9262265,55716,46281,9435,0,24191570,39342494,3981962,112374,21266228,29852897,94555955,206603348,20824355,185778994,0
2025-10-10,76322460,13168570,101184917,908101,8056,0.9,23243706,13985986,9257721,57162,46867,10295,0,24384798,39319209,3927244,114813,21350731,29821802,94533799,207375316,20863118,186512198,0
2025-10-13,80190101,13550413,101493181,913657,3933,0.4,23267748,14003454,9264294,55564,46260,9304,0,24440584,39393474,3903492,113768,21272271,30085703,94768709,213348650,20868988,192479663,0
2025-10-14,79974887,13449383,102090738,957831,5664,0.6,23558561,14243392,9315170,55631,46743,8889,0,24463317,39326983,3915739,113217,21198508,30009623,94564071,216965308,20807028,196158280,0
2025-10-15,78651417,13285420,102048744,1032881,9927,1.0,23828839,14483809,9345029,50872,42439,8433,0,24561782,39344304,3919826,113295,21175767,29970521,94523713,219009257,20837206,198172050,0
2025-10-16,76537436,13616323,102514281,1091347,9866,1.0,23775822,14415042,9360779,49614,41673,7941,0,24776373,39414518,3916798,112390,21210108,30266378,94920192,219697199,20840051,198857147,0
2025-10-17,78314510,13781537,102506936,1077479,10864,1.0,23879969,14479035,9400933,54204,46000,8204,0,24946784,39510695,3917486,112299,21284096,30552332,95376907,217997896,20838617,197159279,0
2025-10-20,80625741,13991579,102813997,941807,5508,0.5,24055155,14604406,9450749,53812,45683,8129,0,24924807,39727771,3915599,112125,21402146,30629736,95787378,217944815,20860296,197084519,0
2025-10-21,80329780,14380512,103030435,964510,9150,1.0,23926313,14491256,9435056,48865,41806,7059,0,25127408,39872200,3922580,112165,21440783,30768234,96115962,219898120,20877693,199020428,0
2025-10-22,80480303,14151341,102763200,909385,5362,0.6,24241954,14766954,9475000,51359,43982,7377,0,25010147,39698598,3931725,112045,20968823,29762675,94473866,217495300,20928402,196566898,0
2025-10-23,80168381,14340934,102925464,953550,5154,0.6,24419952,14890560,9529392,52413,44403,8010,0,25161233,39753380,3936088,112034,20896001,29613555,94311057,217199642,20940206,196259437,0
2025-10-24,79482481,13986267,102016288,950135,14877,1.6,24651838,15083364,9568474,52706,45404,7302,0,25319153,39055590,3918478,111937,19593890,28894233,91574128,215490585,20937909,194552676,0
2025-10-27,81091075,14422958,101444246,974821,3725,0.4,24776660,15186978,9589681,53782,46281,7501,0,25424107,38763827,3903863,111473,19495066,28632734,90906963,213761967,20902510,192859457,0
2025-10-28,83873131,15039831,101811944,922451,3952,0.4,24823045,15206652,9616393,55412,47967,7445,0,25496582,39304287,3903622,112144,19795281,29350623,92465957,214068776,20846836,193221940,0
2025-10-29,85915908,14938205,101842932,979536,3817,0.4,25096806,15460011,9636795,55093,48006,7087,0,25397779,39415397,3901061,111125,19818823,29572174,92818581,214501356,20816389,193684967,0
2025-10-30,85713610,15033995,102326463,1026127,10968,1.1,25272595,15605150,9667445,54670,47424,7246,0,25655898,39801529,3891902,110785,21451529,30123608,95379353,216978541,20765761,196212780,0
2025-10-31,85456932,15330761,102531098,1036188,7246,0.7,25526891,15817250,9709640,55638,48160,7478,0,25805834,39907122,3903026,110503,21909006,30424719,96254377,213304915,20771586,192533329,0
2025-11-03,86770436,15981497,103051365,1101256,13361,1.3,25461864,15781983,9679880,55484,48196,7288,0,25946831,40040132,3891601,110938,21764709,30592120,96399499,215080901,20735851,194345050,0
2025-11-04,86832592,17015996,102879856,996037,16251,1.5,25511751,15797236,9714514,55089,48416,6673,0,25991812,39940918,3899132,110784,21621617,30560845,96133296,220058462,20747837,199310625,0
2025-11-05,88270869,17037812,101212741,970501,7954,0.8,25822465,16062683,9759782,55077,48580,6497,0,24715377,38594118,3793235,108919,19360873,29463272,91320417,218572042,20633898,197938144,0
2025-11-06,86955673,16762932,101865585,1124772,21865,2.3,25878152,16093351,9784801,53164,46173,6991,0,24532886,38625189,3803119,108795,19387285,28764269,90688657,218317533,20539159,197778375,0
2025-11-07,85722161,16788718,101795841,1178765,38023,3.4,26216547,16346519,9870028,51585,46029,5555,0,24785407,38438374,3781132,109083,19113079,28482050,89923718,216796522,20552017,196244506,0
2025-11-10,83109660,16678219,101693796,1101541,19029,1.6,26119765,16291077,9828688,51805,45093,6712,0,24487370,38563595,3810876,108982,19244623,28351305,90079381,216861224,20609262,196251962,0
2025-11-11,83030408,16744911,102014535,1038302,19554,1.8,25991776,16225900,9765876,49681,43558,6122,0,24723059,38629655,3825520,108404,19143503,28221609,89928691,217885438,20638378,197247060,0
2025-11-12,82468593,16920891,102157642,910437,6471,0.6,26009766,16255034,9754732,52775,46295,6480,0,24387496,38605885,3844173,108465,18863487,27950076,89372086,219294379,20713652,198580727,0
2025-11-13,82584491,16804358,104348381,918921,5041,0.6,26251500,16481350,9770150,52033,45573,6461,0,24014884,40359110,3866973,110151,21286827,30192462,95815523,222368802,20750798,201618004,0
2025-11-14,82724559,16925547,104147146,897817,10340,1.1,26403331,16631690,9771641,52725,44758,7967,0,24116105,40051756,3893837,109104,21194067,30539895,95788659,223294480,20870074,202424406,0
2025-11-17,85944802,16229126,103761446,913254,3741,0.4,26602943,16743159,9859785,50599,43952,6646,0,24091756,40098861,3895824,108646,21223953,30607545,95934829,220674570,20870088,199804482,0
2025-11-18,79661502,16680639,103913437,1014681,33196,3.6,26796568,16946970,9849598,45789,39914,5876,0,24421384,40195931,3892447,108971,21659094,31242969,97099412,224132592,20917739,203214853,0
2025-11-19,80027611,16202889,102915553,1007340,10602,1.0,26835841,17015793,9820048,48664,42587,6077,0,24211283,39249135,3865428,107788,19907170,29788895,92918416,226299310,20958199,205341111,0
2025-11-20,78212051,16031324,102845373,1015699,12788,1.3,26847120,17058191,9788929,47491,41420,6070,0,24385678,39236211,3874055,107931,19950133,29739848,92908178,228006839,20940777,207066062,0
2025-11-21,78826325,16270546,104018136,1021752,16776,1.7,26761247,17028465,9732782,45806,40038,5768,0,24336830,40114598,3859982,111949,21710195,31355011,97151734,227650636,20962766,206687870,0
2025-11-24,80195335,15559895,101436418,982207,11397,1.1,26761702,17034147,9727555,49326,42903,6423,0,24372226,38353786,3850486,109961,19026632,28799251,90140116,222623346,21003467,201619879,0
2025-11-25,75622307,15547748,101406813,1029992,37308,3.8,26666986,16989274,9677712,44026,38767,5259,0,24600149,38248264,3866788,109608,19008303,28357039,89590002,220213936,20858880,199355057,0
2025-11-26,77954553,15616427,103466780,993749,7020,0.7,26492119,16861010,9631109,46678,40737,5942,0,24151979,39888165,3885294,110610,21500266,30612417,95996752,217627416,20872293,196755123,0
2025-11-27,77471172,15613235,103870948,975060,4142,0.4,26444082,16855553,9588529,46291,40502,5789,0,24142673,39963950,3933573,110651,21702712,30720377,96431263,219294277,21010495,198283782,0
2025-11-28,77911992,15844558,103931267,909449,4113,0.4,26445065,16853654,9591410,49973,43787,6185,0,24088155,40387063,3945282,111346,22503550,31124946,98072186,213167090,21016144,192150947,0
2025-12-01,80176651,16051388,103846300,907016,4396,0.5,26582351,16941967,9640385,50954,44667,6287,0,24072838,40338465,3972397,111508,22556793,31417883,98397047,214716955,20997234,193719720,0
2025-12-02,77067324,16412391,103402645,922488,8882,1.0,26799037,17163357,9635680,49967,41580,8386,0,24268584,39961771,3971664,110880,21407582,30379480,95831377,220371023,21052229,199318794,0
2025-12-03,76964366,16630938,102874666,944945,3519,0.4,26831012,17114607,9716405,51796,42485,9311,0,24322510,39639043,3945616,110422,20657935,29509944,93862960,221006288,21064667,199941620,0
2025-12-04,77406998,16622425,102153099,911162,5952,0.6,26895874,17094623,9801251,53484,44403,9081,0,24510221,38989151,3915336,109807,19524122,28629207,91167623,222672412,21034688,201637724,0
