code,name,sector,latest_date,latest_mult,hist_min_mult,hist_min_date,hist_max_mult,hist_max_date,percentile,n_obs,latest_mktcap
A018290,브이티,화장품,2026-09-11,4.66,4.66,2026-09-11,154.16,2018-08-20,0.0,2052,409867759740
A024840,KBI메탈,전기장비,2026-09-11,4.66,2.1,2026-04-02,24.76,2023-07-05,31.0,2355,231175200240
A018470,조일알미늄,비철금속,2026-09-11,4.67,4.67,2026-09-11,134.98,2016-10-04,0.1,1256,117894131320
A089860,롯데렌탈,도로와철도운송,2026-09-11,4.67,2.65,2023-07-26,9.71,2021-08-19,83.7,1217,1790052828400
A144960,뉴파워프라즈마,반도체와반도체장비,2026-09-11,4.7,3.35,2018-08-16,89.61,2019-12-23,2.7,2377,384932017440
A002790,아모레퍼시픽홀딩스,화장품,2026-09-11,4.7,2.8,2024-08-07,16.25,2015-05-19,10.4,2850,1972621044000
A071280,로체시스템즈,반도체와반도체장비,2026-09-11,4.71,1.98,2020-03-19,248.64,2019-06-24,22.8,2548,109676643510
A037710,광주신세계,백화점과일반상점,2026-09-11,4.71,3.46,2020-03-23,11.28,2015-05-19,35.6,2850,270383247400
A017250,인터엠,전자장비와기기,2026-09-11,4.73,1.82,2023-04-24,89.46,2019-02-12,17.0,1983,22034603949
A028670,팬오션,해운사,2026-09-11,4.73,2.49,2015-01-26,15.61,2021-06-28,31.6,2850,3223454157360
A067920,이글루,IT서비스,2026-09-11,4.73,2.89,2026-06-26,85.35,2016-09-30,5.8,2502,62018111160
A002800,신신제약,제약,2026-09-11,4.76,4.4,2026-08-03,603.54,2020-07-24,1.0,1948,69177480000
A053980,오상자이엘,소프트웨어,2026-09-11,4.76,4.41,2026-06-29,2318.97,2021-10-13,0.6,1987,45368851370
A014530,극동유화,석유와가스,2026-09-11,4.77,3.88,2022-10-13,16.23,2021-03-30,9.0,2850,119079069300
A006880,신송홀딩스,식품과기본식료품소매,2026-09-11,4.77,4.42,2026-09-08,159.93,2018-07-09,1.1,2112,54057881060
A211050,인카금융서비스,손해보험,2026-09-11,4.77,0.97,2022-07-01,8.09,2025-12-05,74.4,1251,516775761930
A067900,와이엔텍,해운사,2026-09-11,4.77,3.04,2024-09-10,10.62,2015-04-23,31.6,2850,109743943770
A418470,KT밀리의서재,출판,2026-09-11,4.78,4.66,2026-08-21,28.12,2023-09-27,1.4,696,82145916510
A003490,대한항공,항공사,2026-09-11,4.79,1.75,2017-01-02,91.26,2020-06-09,66.5,2826,10659988135950
A033050,제이엠아이,가정용품,2026-09-11,4.79,4.76,2026-08-18,334.64,2021-08-10,0.4,1986,26140088288
A119610,인터로조,건강관리장비와용품,2026-09-11,4.79,4.14,2026-08-26,138.25,2024-04-26,1.1,2727,165841743910
A005940,NH투자증권,증권,2026-09-11,4.8,2.9,2020-03-23,14.93,2015-04-15,41.4,2850,9710120561500
A337930,젝시믹스,"섬유,의류,신발,호화품",2026-09-11,4.8,3.04,2026-08-03,42.17,2021-09-10,9.7,1468,74191187500
A069330,유아이디,디스플레이장비및부품,2026-09-11,4.81,2.65,2026-06-10,507.06,2023-04-27,7.1,1254,19902321876
A439260,대한조선,조선,2026-09-11,4.81,4.52,2026-09-02,18.01,2025-08-07,2.8,250,1801596929000
A051160,지어소프트,판매업체,2026-09-11,4.82,1.25,2019-10-04,121.98,2016-07-29,20.4,2001,155363277200
A066620,국보디자인,건설,2026-09-11,4.82,2.35,2025-04-07,25.22,2015-07-17,31.5,2850,192750000000
A002030,아세아,건축자재,2026-09-11,4.82,0.93,2020-03-24,6.72,2025-12-01,91.4,2850,455006292000
A227840,현대코퍼레이션홀딩스,식품과기본식료품소매,2026-09-11,4.83,4.51,2026-06-26,31.35,2018-09-27,2.6,2418,119493976680
A005180,빙그레,식품,2026-09-11,4.83,3.84,2024-01-29,19.87,2015-05-26,4.8,2850,823089952800
A049520,유아이엘,핸드셋,2026-09-11,4.83,3.09,2015-08-21,27.8,2023-10-17,16.1,2356,119669385000
A102710,이엔에프테크놀로지,반도체와반도체장비,2026-09-11,4.83,2.75,2020-03-19,19.94,2022-01-12,11.1,2850,590802018600
A068930,디지털대성,교육서비스,2026-09-11,4.83,4.32,2024-07-01,63.02,2015-07-28,2.2,2850,240221968560
A014570,고려제약,제약,2026-09-11,4.84,2.77,2024-08-05,39.33,2016-06-08,13.5,2850,37290000000
A277880,티에스아이,전자장비와기기,2026-09-11,4.85,3.82,2026-08-03,223.72,2020-11-18,2.9,1190,72130075620
A078020,LS증권,증권,2026-09-11,4.85,1.77,2022-03-08,21.47,2026-02-19,28.1,2850,370059537300
A473980,노머스,방송과엔터테인먼트,2026-09-11,4.88,4.88,2026-09-11,35.33,2025-03-31,0.3,391,119601444480
A246690,TS인베스트먼트,창업투자,2026-09-11,4.89,2.9,2022-09-28,115.41,2017-11-03,8.4,2183,53738673240
A014440,영보화학,화학,2026-09-11,4.9,3.55,2024-10-22,39.38,2020-07-30,13.0,2850,94800000000
A240550,동방메디컬,건강관리장비와용품,2026-09-11,4.91,4.86,2025-12-18,14.51,2025-04-17,1.1,365,116811385200
A033250,체시스,자동차부품,2026-09-11,4.91,3.11,2026-06-26,49.77,2017-02-09,20.9,1065,27392000000
A000240,한국앤컴퍼니,자동차부품,2026-09-11,4.93,2.47,2025-04-09,12.45,2015-01-29,23.6,2850,2325913380000
A043610,KT지니뮤직,방송과엔터테인먼트,2026-09-11,4.94,3.7,2026-06-26,138.48,2018-05-24,2.0,2850,69041140344
A204320,HL만도,자동차부품,2026-09-11,4.96,3.33,2020-03-23,12.8,2020-06-08,26.7,2850,2336116720000
A035610,솔본,건강관리기술,2026-09-11,4.97,2.6,2026-06-10,5436.24,2018-04-16,26.4,1987,137823824880
A146060,율촌,자동차부품,2026-09-11,4.97,4.1,2025-04-09,63.51,2023-09-11,25.7,709,26801404020
A286940,롯데이노베이트,IT서비스,2026-09-11,4.97,4.32,2024-08-05,15.87,2019-04-18,0.8,1972,273387661690
A123700,SJM,자동차부품,2026-09-11,4.97,3.05,2025-02-03,71.72,2019-02-21,31.5,2850,53524800140
A067280,멀티캠퍼스,교육서비스,2026-09-11,4.99,4.13,2024-08-05,33.59,2015-06-01,14.5,2850,138982967550
A009270,신원,"섬유,의류,신발,호화품",2026-09-11,4.99,4.06,2022-10-13,447.38,2021-03-17,10.2,2603,126821284265
A272550,삼양패키징,포장재,2026-09-11,5.0,3.41,2020-03-23,12.35,2023-02-10,24.1,2133,148725167220
A318410,비비씨,가정용품,2026-09-11,5.01,2.99,2025-11-18,76.1,2022-05-03,5.5,1442,35664660060
A342870,오아,가정용기기와용품,2026-09-11,5.01,2.54,2026-05-18,8.33,2025-09-09,66.1,224,20601744660
A051910,LG화학,화학,2026-09-11,5.01,4.29,2025-07-01,27.49,2026-04-30,2.1,2850,19271709639000
A499790,GS피앤엘,"호텔,레스토랑,레저",2026-09-11,5.01,4.98,2026-08-24,11.37,2025-08-26,1.2,241,789267471800
A005090,SGC에너지,에너지장비및서비스,2026-09-11,5.02,1.45,2022-07-13,609.91,2021-04-30,54.2,2201,881851179600
A044820,코스맥스비티아이,건강관리업체및서비스,2026-09-11,5.02,4.03,2024-09-11,143.75,2021-01-25,12.6,2602,217048614600
A086390,유니테스트,반도체와반도체장비,2026-09-11,5.02,1.99,2019-01-04,1581.54,2022-06-14,18.3,2367,230995997180
A039840,디오,건강관리장비와용품,2026-09-11,5.04,4.51,2026-08-03,57.7,2019-02-22,0.5,2813,149049849080
A196450,코아시아씨엠,핸드셋,2026-09-11,5.04,4.97,2026-08-18,334.25,2019-09-26,5.7,336,35802800000
A031430,신세계인터내셔날,"섬유,의류,신발,호화품",2026-09-11,5.04,4.81,2026-08-21,33.08,2015-05-15,0.5,2850,368752440000
A056190,SFA,기계,2026-09-11,5.05,2.47,2024-11-15,15.78,2016-02-29,19.6,2849,886946372000
A043370,피에이치에이,자동차부품,2026-09-11,5.05,3.08,2023-10-26,30.3,2020-06-16,56.9,2850,242550000000
A090460,비에이치,전자장비와기기,2026-09-11,5.06,3.22,2017-07-04,14.21,2021-06-30,29.0,2850,641193452760
A004800,효성,복합기업,2026-09-11,5.06,2.95,2022-01-27,19.26,2018-07-13,48.7,2850,2683487242100
A005850,에스엘,자동차부품,2026-09-11,5.06,2.72,2025-02-18,15.04,2020-06-05,28.9,2850,2424612744000
A089600,KT나스미디어,광고,2026-09-11,5.08,4.46,2020-03-23,39.34,2015-06-22,0.7,2850,147262714990
A104480,티케이케미칼,화학,2026-09-11,5.1,3.66,2015-12-09,92.29,2026-03-26,9.2,1932,156158355612
A010950,S-Oil,석유와가스,2026-09-11,5.11,2.9,2022-09-28,31.11,2020-04-27,28.7,2807,16887418800000
A032640,LG유플러스,무선통신서비스,2026-09-11,5.12,3.71,2023-07-26,9.28,2017-06-27,26.1,2850,6319728929480
A012610,경인양행,화학,2026-09-11,5.12,4.2,2022-12-29,175.62,2023-07-03,4.8,2729,130051140625
A000640,동아쏘시오홀딩스,제약,2026-09-11,5.12,4.78,2026-06-26,116.86,2015-07-03,0.6,2850,610640198900
A036620,감성코퍼레이션,"섬유,의류,신발,호화품",2026-09-11,5.12,3.76,2024-12-09,5631.14,2018-01-10,7.2,1740,343725760800
A126640,화신정공,자동차부품,2026-09-11,5.16,2.33,2026-04-02,50.59,2025-01-23,3.7,2850,138996683150
A900250,크리스탈신소재,비철금속,2026-09-11,5.17,1.81,2020-03-19,20.59,2023-06-22,47.7,2583,42440776185
A021820,세원정공,자동차부품,2026-09-11,5.17,3.13,2024-01-19,536.79,2021-07-01,61.1,1559,105900000000
A036030,케이티알파,인터넷과카탈로그소매,2026-09-11,5.18,4.64,2026-06-26,109.11,2022-01-13,1.2,2850,229409579880
A340570,티앤엘,건강관리장비와용품,2026-09-11,5.19,2.8,2026-08-21,21.97,2021-04-02,1.1,1402,446749336000
A127710,아시아경제,출판,2026-09-11,5.19,4.95,2015-11-10,35.89,2022-12-19,1.2,1974,44930194200
A293480,하나제약,제약,2026-09-11,5.23,5.18,2026-08-27,15.34,2018-10-02,0.4,1929,149470475860
A310200,애니플러스,방송과엔터테인먼트,2026-09-11,5.23,3.48,2022-07-01,52.74,2021-05-27,24.1,1376,105108114540
A009830,한화솔루션,에너지장비및서비스,2026-09-11,5.23,3.1,2020-03-23,85.07,2024-05-23,14.9,2850,6701797572800
A226400,오스테오닉,건강관리장비와용품,2026-09-11,5.23,5.0,2026-08-21,399.9,2020-08-04,0.2,2170,82129863975
A234080,JW생명과학,제약,2026-09-11,5.23,4.2,2025-04-09,18.99,2018-06-26,10.4,2401,174180094000
A264660,씨앤지하이테크,반도체와반도체장비,2026-09-11,5.23,1.97,2019-01-14,29.34,2024-10-14,35.2,2095,127152929760
A000080,하이트진로,음료,2026-09-11,5.24,5.11,2026-06-26,17.61,2020-06-23,0.3,2850,1074446920520
A049480,오픈베이스,컴퓨터와주변기기,2026-09-11,5.24,4.92,2026-08-03,228.7,2020-11-16,0.5,2666,58948390508
A100840,SNT에너지,에너지장비및서비스,2026-09-11,5.25,3.69,2026-08-21,163.47,2022-09-05,15.0,2550,781733597400
A263690,디알젬,건강관리장비와용품,2026-09-11,5.25,4.97,2022-10-04,52.73,2019-04-11,0.2,1894,55722001200
A250000,보라티알,식품과기본식료품소매,2026-09-11,5.26,4.13,2026-06-26,42.78,2020-12-17,8.8,2250,39356773390
A002990,금호건설,건설,2026-09-11,5.27,1.86,2020-03-19,351.61,2015-10-07,49.4,2850,548094217540
A160980,싸이맥스,반도체와반도체장비,2026-09-11,5.27,2.46,2017-10-27,43.87,2016-09-30,22.4,2633,240879558150
A014190,원익큐브,화학,2026-09-11,5.27,4.48,2026-08-03,152.65,2020-06-10,1.1,2542,46190567655
A123420,위메이드플레이,게임엔터테인먼트,2026-09-11,5.28,3.5,2018-08-13,390.9,2024-07-15,4.7,2485,66046610350
A067310,하나마이크론,반도체와반도체장비,2026-09-11,5.28,1.25,2018-10-29,25.91,2017-11-23,57.4,2642,2287285893600
A025530,SJM홀딩스,자동차부품,2026-09-11,5.29,2.95,2015-01-27,28.94,2019-02-26,48.6,2850,53762428800
A036890,진성티이씨,기계,2026-09-11,5.32,2.76,2020-03-19,13.74,2016-12-29,27.9,2850,279373659640
A001250,GS글로벌,무역회사와판매업체,2026-09-11,5.32,1.41,2020-03-19,13.96,2021-07-02,65.3,2850,218714474600
A005830,DB손해보험,손해보험,2026-09-11,5.33,2.23,2023-07-06,8.35,2016-06-08,60.8,2850,12556416903300
A088350,한화생명,생명보험,2026-09-11,5.34,0.87,2022-11-18,176.61,2015-01-09,86.4,1179,5202494700000
A216050,인크로스,광고,2026-09-11,5.34,4.46,2022-07-07,22.02,2020-08-28,1.0,2399,62090985980
A072950,빛샘전자,전자장비와기기,2026-09-11,5.35,4.32,2026-08-03,57.55,2021-06-29,3.3,2850,71668229000
A007070,GS리테일,백화점과일반상점,2026-09-11,5.35,3.89,2025-04-03,20.92,2021-07-16,13.6,2850,2094365745750
A069620,대웅제약,제약,2026-09-11,5.36,5.36,2026-09-11,87.46,2020-12-21,0.0,2850,1296537742500
A003690,코리안리,손해보험,2026-09-11,5.36,1.57,2023-07-07,8.16,2022-07-25,75.4,2850,2633143361900
A105760,포스뱅크,상업서비스와공급품,2026-09-11,5.37,3.89,2026-08-03,22.66,2025-03-17,3.4,555,51158252740
A001380,SG글로벌,자동차부품,2026-09-11,5.37,4.44,2026-06-26,8544.53,2018-07-13,0.4,2055,27967696324
A096770,SK이노베이션,석유와가스,2026-09-11,5.38,2.56,2024-07-11,466.76,2020-04-23,37.9,2809,24478843702400
A316140,우리금융지주,은행,2026-09-11,5.39,1.67,2022-09-30,6.59,2026-02-20,97.8,1840,25861208150700
A175330,JB금융지주,은행,2026-09-11,5.41,1.33,2020-03-19,6.83,2026-02-20,98.7,2850,5922067912000
A464280,티디에스팜,제약,2026-09-11,5.41,4.8,2026-08-03,51.35,2024-08-21,1.5,478,30525600000
A001060,JW중외제약,제약,2026-09-11,5.41,4.34,2025-04-07,93.43,2015-05-21,6.7,2480,619405738000
A058630,엠게임,게임엔터테인먼트,2026-09-11,5.43,4.33,2023-10-23,64.95,2015-06-23,9.9,2849,75935061830
A280360,롯데웰푸드,식품,2026-09-11,5.45,3.52,2018-07-06,13.98,2022-09-30,30.0,2155,1315333624600
A290550,디케이티,핸드셋,2026-09-11,5.46,2.55,2020-03-19,28.29,2026-05-14,26.6,1873,315819421700
A264450,유비쿼스,통신장비,2026-09-11,5.47,4.57,2023-08-03,15.89,2019-06-14,7.4,2112,149441373670
A064850,에프앤가이드,IT서비스,2026-09-11,5.49,4.87,2026-09-03,63.78,2024-09-25,0.7,2850,199680810000
A024950,삼천리자전거,레저용장비와제품,2026-09-11,5.5,2.79,2026-06-26,584.68,2022-12-14,13.1,1937,58094000000
A265520,AP시스템,디스플레이장비및부품,2026-09-11,5.53,2.72,2024-09-06,11.57,2019-06-27,48.9,2289,279644254180
A085910,네오티스,자동차부품,2026-09-11,5.53,4.07,2022-09-28,501.71,2024-05-23,5.1,2789,182643390320
A033640,네패스,반도체와반도체장비,2026-09-11,5.53,1.74,2024-12-09,283.94,2025-05-14,14.1,2425,516526124800
A272290,이녹스첨단소재,디스플레이장비및부품,2026-09-11,5.53,3.9,2025-04-09,13.23,2023-04-17,12.5,2228,402737681800
A025750,한솔홈데코,건축자재,2026-09-11,5.54,2.46,2024-12-09,244.36,2020-11-09,5.5,2480,30002459998
A019550,SBI인베스트먼트,창업투자,2026-09-11,5.54,5.22,2026-06-08,632.87,2016-10-04,0.6,2418,82496485376
A221980,케이디켐,화학,2026-09-11,5.54,5.43,2025-11-04,12.41,2021-04-12,1.2,2601,37402596000
A000700,유수홀딩스,항공화물운송과물류,2026-09-11,5.56,1.89,2018-08-23,57.24,2019-10-01,37.5,2290,171094704840
A006360,GS건설,건설,2026-09-11,5.57,1.48,2020-03-19,14.24,2015-05-14,84.7,2850,3294887365000
A004990,롯데지주,복합기업,2026-09-11,5.58,2.98,2024-12-09,43.14,2019-06-28,22.9,2729,2496577588800
A036190,금화피에스시,건설,2026-09-11,5.58,2.6,2024-08-05,14.19,2015-04-06,43.7,2850,208500000000
A037230,한국팩키지,포장재,2026-09-11,5.58,4.54,2026-06-26,871.02,2021-12-15,3.2,2418,43419076439
A130580,나이스디앤비,상업서비스와공급품,2026-09-11,5.59,4.46,2025-03-11,27.42,2015-09-22,16.3,2850,99022000000
A001540,안국약품,제약,2026-09-11,5.6,5.03,2026-04-02,68.92,2016-10-04,1.3,2481,132510987200
A103140,풍산,비철금속,2026-09-11,5.6,2.56,2022-06-30,11.87,2025-07-17,74.2,2850,2171881545000
A201490,미투온,게임엔터테인먼트,2026-09-11,5.6,2.64,2020-03-19,161.97,2017-06-14,55.4,2414,89663009240
A462980,아이지넷,IT서비스,2026-09-11,5.6,4.39,2026-08-03,395.03,2025-07-01,7.8,372,28974520393
A100120,뷰웍스,건강관리장비와용품,2026-09-11,5.61,5.36,2026-08-07,27.99,2015-06-26,0.4,2850,238639532600
A045300,성우테크론,반도체와반도체장비,2026-09-11,5.61,4.02,2018-07-02,89.37,2023-07-14,4.7,2669,28635137580
A027410,BGF,화학,2026-09-11,5.62,3.6,2022-11-28,122.03,2018-06-07,17.6,2850,365159557665
A017960,한국카본,조선,2026-09-11,5.64,4.58,2020-03-23,60.36,2018-03-09,0.6,2850,1121379746200
A108380,대양전기공업,조선,2026-09-11,5.64,4.99,2026-08-03,56.61,2022-04-15,1.7,2579,180631247040
A023900,풍국주정,화학,2026-09-11,5.65,5.19,2026-06-26,80.07,2022-11-17,1.2,2850,96138000000
A004780,대륙제관,포장재,2026-09-11,5.65,3.09,2024-08-05,19.93,2019-04-25,30.2,2850,67270531770
A004650,창해에탄올,음료,2026-09-11,5.66,4.19,2024-08-05,84.23,2020-08-06,18.8,2850,85934774750
A031210,서울보증보험,손해보험,2026-09-11,5.67,4.77,2025-08-01,13.09,2025-09-25,18.8,345,3033748433100
A021240,코웨이,가정용기기와용품,2026-09-11,5.69,3.73,2023-08-18,18.76,2015-04-07,20.2,2850,6737058955200
A003310,대주산업,식품,2026-09-11,5.69,4.55,2024-11-13,60.07,2022-05-20,6.9,2850,59777679150
A059100,아이컴포넌트,디스플레이장비및부품,2026-09-11,5.69,3.15,2015-10-30,111.42,2015-04-09,14.4,1777,47445470600
A136480,하림,식품,2026-09-11,5.7,4.5,2017-09-27,188.75,2019-01-16,5.1,2295,284642001360
A260970,에스앤디,식품,2026-09-11,5.71,3.59,2024-11-14,16.51,2025-09-12,27.8,1251,160258571600
A265740,엔에프씨,화장품,2026-09-11,5.71,4.55,2026-06-26,58.1,2024-06-13,4.1,1153,126831560000
A090850,현대이지웰,상업서비스와공급품,2026-09-11,5.71,3.83,2018-07-23,183.84,2017-06-22,7.4,2850,113738189180
A093190,빅솔론,컴퓨터와주변기기,2026-09-11,5.72,3.29,2023-07-17,32.91,2021-06-14,7.1,2850,161991580100
A010100,한국무브넥스,자동차부품,2026-09-11,5.73,1.55,2024-12-09,125.46,2017-11-01,56.8,2606,107033226300
A004560,현대비앤지스틸,비철금속,2026-09-11,5.73,1.65,2022-09-29,45.6,2024-07-16,59.2,2546,180644155780
A012860,모베이스전자,자동차부품,2026-09-11,5.73,2.01,2023-01-03,99.21,2021-07-01,58.2,2464,169535452955
A021080,에이티넘인베스트,창업투자,2026-09-11,5.75,1.13,2022-10-13,87.99,2017-09-28,26.0,2788,103680000000
A339950,아이비김영,교육서비스,2026-09-11,5.76,3.09,2020-10-12,37.03,2023-02-02,29.6,1435,110119304750
A120110,코오롱인더,화학,2026-09-11,5.76,2.63,2020-03-19,14.82,2026-04-29,64.2,2850,1718902236800
A195870,해성디에스,반도체와반도체장비,2026-09-11,5.76,3.07,2023-01-02,19.18,2026-05-26,18.8,2485,851700000000
A375500,DL이앤씨,건설,2026-09-11,5.77,1.3,2022-04-15,8.73,2026-04-15,96.6,1359,3319912853400
A071840,롯데하이마트,전문소매,2026-09-11,5.78,2.49,2020-03-23,22.41,2026-02-12,39.1,2797,147312122880
A073490,LIG아큐버,통신장비,2026-09-11,5.78,4.09,2024-07-22,516.86,2019-03-29,13.3,2381,225834226200
A114840,아이패밀리에스씨,화장품,2026-09-11,5.79,4.18,2022-11-22,20.25,2022-04-22,18.0,1172,144627607950
A200670,휴메딕스,제약,2026-09-11,5.79,5.16,2024-11-14,91.23,2015-06-25,1.1,2850,292539676500
A078520,에이블씨엔씨,화장품,2026-09-11,5.8,5.8,2026-09-11,165.08,2020-02-26,0.1,1976,262743026100
A065060,지엔코,"섬유,의류,신발,호화품",2026-09-11,5.8,3.87,2023-11-13,743.67,2016-09-27,8.8,1075,20037841170
A003010,혜인,기계,2026-09-11,5.81,2.66,2026-08-03,87.06,2023-04-19,19.8,2850,120135459150
A036640,HRS,화학,2026-09-11,5.81,4.49,2022-09-28,36.13,2020-01-30,13.5,2725,80056746000
A033270,유나이티드제약,제약,2026-09-11,5.81,4.96,2025-04-09,43.22,2020-09-14,11.0,2850,288144135250
A064820,케이프,증권,2026-09-11,5.83,1.92,2018-10-29,59.56,2023-01-10,61.0,2420,243795698500
A460870,에스엠씨지,포장재,2026-09-11,5.84,5.7,2026-08-03,21.99,2025-07-11,0.6,350,54900486440
A038680,에스넷,IT서비스,2026-09-11,5.84,2.61,2020-03-23,683.98,2015-10-01,18.5,2169,75070660340
A011210,현대위아,자동차부품,2026-09-11,5.85,3.17,2020-03-19,19.16,2018-05-28,41.9,2850,1560997764200
A030200,KT,다각화된통신서비스,2026-09-11,5.87,3.72,2020-03-23,8.0,2026-02-20,83.2,2850,13281542799500
A010470,오리콤,광고,2026-09-11,5.87,3.71,2020-03-23,71.69,2021-02-01,12.1,2850,58438244000
A285130,SK케미칼,화학,2026-09-11,5.88,2.3,2022-10-13,1837.13,2026-05-11,18.4,2052,935863240600
A125020,티씨머티리얼즈,전기장비,2026-09-11,5.89,5.54,2026-09-03,37.26,2026-03-12,2.0,304,216187853500
A417790,트루엔,전자장비와기기,2026-09-11,5.89,4.58,2026-08-03,16.85,2023-05-18,39.5,788,75895834750
A034590,인천도시가스,가스유틸리티,2026-09-11,5.9,4.92,2024-12-30,42.97,2023-10-16,12.2,2850,116805931800
A005380,현대차,자동차,2026-09-11,5.92,2.44,2023-10-31,12.69,2026-06-01,72.6,2850,78319845495000
A114810,한솔아이원스,반도체와반도체장비,2026-09-11,5.92,3.44,2018-11-23,190.64,2020-01-14,15.2,2398,362765512860
A478560,블랙야크아이앤씨,"섬유,의류,신발,호화품",2026-09-11,5.92,4.83,2026-08-03,16.16,2025-01-21,6.1,378,81236287210
A104540,코렌텍,건강관리장비와용품,2026-09-11,5.92,5.57,2026-06-25,933.36,2015-07-02,0.9,2237,53562602950
A049630,재영솔루텍,핸드셋,2026-09-11,5.92,3.63,2024-12-09,420.41,2022-04-01,15.9,2001,163322321610
A031310,아이즈비전,통신장비,2026-09-11,5.93,4.08,2018-07-25,315.21,2025-07-04,14.0,2416,29597917745
A053580,웹케시,소프트웨어,2026-09-11,5.93,5.05,2026-08-03,576.13,2016-07-01,3.7,2787,91328773800
A137400,피엔티,전기제품,2026-09-11,5.94,2.68,2019-05-27,83.75,2019-06-21,31.2,2850,701245548800
A003160,디아이,반도체와반도체장비,2026-09-11,5.94,2.9,2018-10-29,430.17,2020-08-11,16.3,2541,847585000000
A064960,SNT모티브,자동차부품,2026-09-11,5.95,3.37,2025-01-31,11.23,2021-01-22,32.3,2850,712606303200
A419530,SAMG엔터,방송과엔터테인먼트,2026-09-11,5.96,5.96,2026-09-11,54.98,2024-03-06,0.2,571,180057424680
A036670,삼양케이씨아이,화학,2026-09-11,5.97,4.28,2025-04-07,31.74,2015-01-27,23.5,2850,54446612000
A105740,디케이락,기계,2026-09-11,5.98,3.09,2020-03-19,158.09,2024-11-26,11.1,2792,80127882440
A017550,수산세보틱스,기계,2026-09-11,5.98,4.62,2023-09-21,263.99,2019-02-13,6.8,2850,116873570490
A086790,하나금융지주,은행,2026-09-11,6.05,1.75,2020-03-23,6.99,2015-05-06,97.3,2850,37807875674400
A445180,퓨릿,반도체와반도체장비,2026-09-11,6.07,5.18,2024-12-13,18.58,2024-04-18,3.1,686,134247558280
A016090,대현,"섬유,의류,신발,호화품",2026-09-11,6.07,2.74,2022-10-13,85.17,2025-10-01,42.3,2850,62880880200
A376290,씨유테크,핸드셋,2026-09-11,6.09,4.37,2024-12-09,200.5,2023-07-05,23.6,1185,48116687500
A030000,제일기획,광고,2026-09-11,6.1,5.49,2024-08-05,19.03,2015-04-17,7.1,2850,2175429564750
A137950,제이씨케미칼,에너지장비및서비스,2026-09-11,6.1,3.01,2022-09-28,88.11,2015-08-13,36.6,2728,88403221580
A408920,메쎄이상,양방향미디어와서비스,2026-09-11,6.16,0.83,2022-11-29,16.5,2023-03-06,35.5,1005,128400391350
A003650,미창석유,화학,2026-09-11,6.16,2.29,2023-07-26,13.82,2018-11-30,49.5,2850,227723064800
A091700,파트론,핸드셋,2026-09-11,6.16,3.26,2020-03-19,13.2,2017-06-26,12.9,2850,271500000000
A078340,컴투스,게임엔터테인먼트,2026-09-11,6.16,5.23,2016-12-05,189.56,2024-03-13,4.7,2850,423195955000
A041930,SY동아,자동차부품,2026-09-11,6.18,3.64,2015-01-26,20.37,2020-09-15,56.4,2850,76760000000
A053690,한미글로벌,건설,2026-09-11,6.2,2.13,2020-03-23,14.07,2022-09-15,37.0,2850,258050302500
A029780,삼성카드,카드,2026-09-11,6.2,4.06,2023-07-07,13.26,2016-09-12,33.7,2850,5271579540500
A016670,디모아,소프트웨어,2026-09-11,6.21,4.49,2016-02-01,63.15,2018-12-28,6.3,2789,25179757980
A025000,KPX케미칼,화학,2026-09-11,6.22,3.43,2020-03-23,10.23,2018-06-08,76.6,2850,245645574900
A259960,크래프톤,게임엔터테인먼트,2026-09-11,6.22,6.1,2026-09-10,18.1,2021-11-17,0.2,1223,9721437887500
A248070,솔루엠,전자장비와기기,2026-09-11,6.23,4.54,2026-08-27,15.11,2022-04-07,5.3,1353,616351282040
A033130,디지틀조선,IT서비스,2026-09-11,6.23,6.23,2026-09-11,188.48,2021-06-18,0.0,2850,65805368391
A140520,대창스틸,철강,2026-09-11,6.24,5.16,2020-03-23,6721.1,2024-10-08,1.7,2482,42049612056
A007540,샘표,식품,2026-09-11,6.24,2.1,2020-03-19,147.09,2016-10-04,43.6,2604,165358500000
A138040,메리츠금융지주,증권,2026-09-11,6.25,0.87,2020-03-19,7.84,2026-02-20,94.5,2850,21487389853200
A055550,신한지주,은행,2026-09-11,6.26,2.21,2020-03-23,7.56,2015-05-04,84.6,2850,53000931983100
A016600,큐캐피탈,창업투자,2026-09-11,6.26,4.79,2023-10-31,129.23,2023-07-05,14.9,1796,35183234520
A241520,DSC인베스트먼트,창업투자,2026-09-11,6.28,2.64,2021-02-26,114.93,2017-03-31,39.4,2364,212800000000
A075580,세진중공업,조선,2026-09-11,6.28,2.37,2016-07-12,39.78,2020-12-21,19.2,2607,590665847840
A004090,한국석유,화학,2026-09-11,6.29,3.29,2016-11-28,30.17,2026-03-05,41.8,2850,156518499600
A149950,아바텍,디스플레이장비및부품,2026-09-11,6.3,4.44,2015-08-24,735.78,2023-06-02,10.5,2436,141187371990
A241560,두산밥캣,기계,2026-09-11,6.3,2.96,2020-03-19,10.02,2026-04-27,44.3,2385,5904733604000
A033240,자화전자,통신장비,2026-09-11,6.36,3.89,2024-11-15,103.91,2022-10-11,7.5,2667,586589379300
A054450,텔레칩스,반도체와반도체장비,2026-09-11,6.36,4.99,2020-03-19,43.6,2015-03-30,0.9,2794,142052905540
A272110,케이엔제이,반도체와반도체장비,2026-09-11,6.37,3.83,2024-12-02,81.47,2021-04-29,19.1,1622,203845033000
