종목명,연도,분기,매출액,영업이익,영업이익률
에스티아이,2024,Q1,65500002190.0,1985589187.0,0.030314337719261075
에스티아이,2024,Q2,75270623479.0,4582361957.0,0.060878490773740544
에스티아이,2024,Q3,61574240467.0,2369474408.0,0.0384815856440794
에스티아이,2024,Q4,131677471275.0,18349938584.0,0.13935518662624774
에스티아이,2025,Q1,84073673043.0,5240500681.0,0.06233224374911887
에스티아이,2025,Q2,87194838726.0,5384766891.0,0.0617555691331803
에스티아이,2025,Q3,70256038124.0,2284244489.0,0.03251314121881411
에스티아이,2025,Q4,86534157986.0,6809461800.0,0.07869102743337116
에스티아이,2026,Q1,73839621831.0,364643870.0,0.004938322555803123
나노신소재,2023,Q1,17667357198.0,2022831557.0,0.11449542420690915
나노신소재,2023,Q2,23485984639.0,4531558912.0,0.19294736761749612
나노신소재,2023,Q3,20507035183.0,1642911602.0,0.08011453568685283
나노신소재,2023,Q4,21509820723.0,3694778136.0,0.1717716843659813
나노신소재,2024,Q1,22366844206.0,1753721210.0,0.07840718135505038
나노신소재,2024,Q2,21142509535.0,2366526656.0,0.11193215507754056
나노신소재,2024,Q3,21615537529.0,174056286.0,0.008052369077867312
나노신소재,2024,Q4,22642392731.0,-1306641863.0,-0.0577077643040375
나노신소재,2025,Q1,22344734609.0,293781115.0,0.01314766633574923
나노신소재,2025,Q2,29360181181.0,1845545612.0,0.06285879506746087
나노신소재,2025,Q3,31249388627.0,903110465.0,0.028900100279712265
나노신소재,2025,Q4,28791065334.0,1638650198.0,0.05691523321524619
나노신소재,2026,Q1,32727365934.0,2755367131.0,0.08419153367113752
하이브,2023,Q1,410634676000.0,52511614000.0,0.12787915163793911
하이브,2023,Q2,620990222000.0,81339517000.0,0.13098357126789026
하이브,2023,Q3,537859338000.0,72654243000.0,0.13508037858031946
하이브,2023,Q4,608603970000.0,89137932000.0,0.14646294863965478
하이브,2024,Q1,360918434000.0,14383571000.0,0.03985269148097877
하이브,2024,Q2,640463967000.0,50904725000.0,0.07948101317618701
하이브,2024,Q3,527847400000.0,54185386000.0,0.10265350553966923
하이브,2024,Q4,726418735000.0,64571604000.0,0.08889033403027526
하이브,2025,Q1,500613449000.0,21622540000.0,0.04319208771396791
하이브,2025,Q2,705649177000.0,65918974000.0,0.09341607153890297
하이브,2025,Q3,727180687000.0,-42197879000.0,-0.05802942756096601
하이브,2025,Q4,716426933000.0,3974641000.0,0.005547866526117884
하이브,2026,Q1,698348369000.0,-196574552000.0,-0.2814849446580436
파인엠텍,2023,Q1,51152470602.0,1054662941.0,0.02061802545581765
파인엠텍,2023,Q2,109634052755.0,7653601301.0,0.06981043853321338
파인엠텍,2023,Q3,160163412938.0,13006599821.0,0.0812083083296615
파인엠텍,2023,Q4,59138918847.0,-1914483641.0,-0.03237265202553019
파인엠텍,2024,Q1,69547987843.0,1117618112.0,0.01606974042905381
파인엠텍,2024,Q2,154769044122.0,4525661713.0,0.029241388280672916
파인엠텍,2024,Q3,98838051298.0,1007562727.0,0.010194077217914434
파인엠텍,2024,Q4,59013438841.0,-14561073138.0,-0.24674164773267868
파인엠텍,2025,Q1,43576364038.0,-2944912491.0,-0.06758050048489454
파인엠텍,2025,Q2,76510005533.0,5287594385.0,0.0691098418849202
파인엠텍,2025,Q3,57543971069.0,1540892885.0,0.026777659872523247
파인엠텍,2025,Q4,61490767202.0,-1948766571.0,-0.03169201913838889
파인엠텍,2026,Q1,46069414144.0,-2202975398.0,-0.04781861108791442
태광,2023,Q1,83913270056.0,19925319312.0,0.23745135064695636
태광,2023,Q2,82223610179.0,18067084636.0,0.2197311039574659
태광,2023,Q3,74590255140.0,12238238993.0,0.16407289357074586
태광,2023,Q4,71340332723.0,7493452806.0,0.10503809724431133
태광,2024,Q1,73365320938.0,12853774939.0,0.17520232685770631
태광,2024,Q2,65538316297.0,9816917523.0,0.14978897960259877
태광,2024,Q3,61753235877.0,7578103023.0,0.12271588549779082
태광,2024,Q4,66153118433.0,9624169169.0,0.14548322735151747
태광,2025,Q1,62634581448.0,7403807457.0,0.11820638512842513
태광,2025,Q2,72315648639.0,7656783941.0,0.10588004235739758
태광,2025,Q3,81415375939.0,11568803489.0,0.1420960519505291
태광,2025,Q4,80600082201.0,12105451559.0,0.15019155351245794
태광,2026,Q1,82275268493.0,9349703582.0,0.11363929590573715
엘앤씨바이오,2023,Q1,14796564235.0,2120765207.0,0.14332821953244473
엘앤씨바이오,2023,Q2,16489774838.0,1613225328.0,0.09783185906713471
엘앤씨바이오,2023,Q3,20558526678.0,4753313862.0,0.23120887680568059
엘앤씨바이오,2023,Q4,17024680577.0,-739298717.0,-0.04342511529988866
엘앤씨바이오,2024,Q1,16562155347.0,1663979561.0,0.10046878115422377
엘앤씨바이오,2024,Q2,17898116934.0,1325604843.0,0.07406392794773993
엘앤씨바이오,2024,Q3,18546035487.0,174823232.0,0.009426447615855357
엘앤씨바이오,2024,Q4,19087015633.0,-622336387.0,-0.03260522226031123
엘앤씨바이오,2025,Q1,17756351704.0,-433110640.0,-0.024391870989040644
엘앤씨바이오,2025,Q2,20581453550.0,-245095355.0,-0.011908554194414514
엘앤씨바이오,2025,Q3,22555957084.0,2895731265.0,0.1283798889231829
엘앤씨바이오,2025,Q4,24668320984.0,1954550187.0,0.07923320716751381
엘앤씨바이오,2026,Q1,30294573520.0,5998943183.0,0.19802038734889574
현대힘스,2024,Q1,55102897366.0,5920413221.0,0.10744286605613333
현대힘스,2024,Q2,57615883336.0,6863515613.0,0.11912540805759868
현대힘스,2024,Q3,54087723408.0,4144449498.0,0.07662458755635115
현대힘스,2024,Q4,56357297290.0,4620292679.0,0.08198215495014204
현대힘스,2025,Q1,58357516442.0,7239830530.0,0.12405994928169153
현대힘스,2025,Q2,62312448641.0,8258634852.0,0.13253587416505455
현대힘스,2025,Q3,60592240860.0,6788015045.0,0.11202779347084871
현대힘스,2025,Q4,66941625334.0,6477124188.0,0.09675779689666775
현대힘스,2026,Q1,64610109226.0,8529619995.0,0.13201680197079071
심텍,2023,Q1,203941104174.0,-32169873144.0,-0.15774099720747353
심텍,2023,Q2,253728047464.0,-21600588691.0,-0.08513283772486675
심텍,2023,Q3,287191374087.0,-5556549084.0,-0.019347896856807174
심텍,2023,Q4,297035199252.0,-28797108539.0,-0.09694847146573018
심텍,2024,Q1,293867190765.0,-14933610740.0,-0.050817550272027896
심텍,2024,Q2,311661006046.0,3609894197.0,0.011582758596586168
심텍,2024,Q3,324781039660.0,510177680.0,0.0015708357868860945
심텍,2024,Q4,301112144599.0,-36155681957.0,-0.12007380839836133
심텍,2025,Q1,303597471102.0,-16323578724.0,-0.05376717620455985
심텍,2025,Q2,340767377716.0,5543628386.0,0.016268072440373482
심텍,2025,Q3,372838724895.0,12388778971.0,0.0332282516374579
심텍,2025,Q4,393356345738.0,10259774286.0,0.02608264591931524
심텍,2026,Q1,422371419830.0,13711017335.0,0.03246199125054091
아이센스,2023,Q1,60647076457.0,4502943052.0,0.07424831195602112
아이센스,2023,Q2,62489714159.0,3837776459.0,0.0614145305455405
아이센스,2023,Q3,67039977580.0,-448681475.0,-0.006692745003749149
아이센스,2023,Q4,74943492179.0,3037400200.0,0.04052920556124169
아이센스,2024,Q1,68403944434.0,809734601.0,0.01183754252331571
아이센스,2024,Q2,69900129738.0,1970493073.0,0.028190120395853505
아이센스,2024,Q3,71519402052.0,3822566496.0,0.05344796497628302
아이센스,2024,Q4,81314427573.0,-3945115931.0,-0.0485168013690839
아이센스,2025,Q1,76269150537.0,3235089247.0,0.04241674680027517
아이센스,2025,Q2,76789423184.0,1680552140.0,0.02188520333032223
아이센스,2025,Q3,78726989761.0,915954314.0,0.01163456543658866
아이센스,2025,Q4,83659178129.0,2054985692.0,0.02456378054337651
아이센스,2026,Q1,75129546642.0,937319630.0,0.012476045336283263
에코프로에이치엔,2023,Q1,59496410294.0,11957544837.0,0.20097926543655484
에코프로에이치엔,2023,Q2,56533540213.0,11196721832.0,0.19805449631872324
에코프로에이치엔,2023,Q3,65359239275.0,11451198159.0,0.17520396941615107
에코프로에이치엔,2023,Q4,47556833422.0,7175346847.0,0.15087940745189846
에코프로에이치엔,2024,Q1,51504991551.0,7331097091.0,0.1423376039920477
에코프로에이치엔,2024,Q2,46832997292.0,3598582269.0,0.07683860690280246
에코프로에이치엔,2024,Q3,56117240036.0,5691334843.0,0.1014186520817654
에코프로에이치엔,2024,Q4,80045230730.0,7605086505.0,0.0950098642435383
에코프로에이치엔,2025,Q1,34433439357.0,3405137309.0,0.09889042084051261
에코프로에이치엔,2025,Q2,39001735246.0,3662961871.0,0.09391792052061765
에코프로에이치엔,2025,Q3,28396775217.0,2333531410.0,0.08217592991344345
에코프로에이치엔,2025,Q4,39225168207.0,2307956187.0,0.05883865621226653
에코프로에이치엔,2026,Q1,34667282768.0,5028935647.0,0.145062873276068
덕산하이메탈,2023,Q1,36763162731.0,371129679.0,0.01009515099980912
덕산하이메탈,2023,Q2,35295708172.0,-2218342215.0,-0.06285019708882922
덕산하이메탈,2023,Q3,38967750644.0,-863024332.0,-0.02214714264326886
덕산하이메탈,2023,Q4,33426354357.0,-8255693665.0,-0.2469815755803812
덕산하이메탈,2024,Q1,60809346195.0,3999744417.0,0.06577515903844525
덕산하이메탈,2024,Q2,60678727125.0,7056824278.0,0.11629815937738328
덕산하이메탈,2024,Q3,57545823808.0,2424129008.0,0.042125194281483175
덕산하이메탈,2024,Q4,56858033909.0,5157973627.0,0.09071670742704928
덕산하이메탈,2025,Q1,44151047735.0,-1392618637.0,-0.031542142450586175
덕산하이메탈,2025,Q2,57408052168.0,2580609710.0,0.04495205136812612
덕산하이메탈,2025,Q3,61470463827.0,1567424173.0,0.025498818056933742
덕산하이메탈,2025,Q4,73374972380.0,57607795.0,0.00078511504851622
덕산하이메탈,2026,Q1,68700820168.0,-668459049.0,-0.009730001000939433
삼성생명,2023,Q3,,596357000000.0,
삼성생명,2023,Q4,,601907000000.0,
삼성생명,2024,Q1,,746310000000.0,
삼성생명,2024,Q2,,905530000000.0,
삼성생명,2024,Q3,,796235000000.0,
삼성생명,2024,Q4,,51676000000.0,
삼성생명,2025,Q1,,753958000000.0,
삼성생명,2025,Q2,,915407000000.0,
삼성생명,2025,Q3,,815840000000.0,
삼성생명,2025,Q4,,95264000000.0,
삼성생명,2026,Q1,,1357813000000.0,
엘티씨,2023,Q1,27578959097.0,-3465640462.0,-0.12566248239502945
엘티씨,2023,Q2,35481724599.0,-62466180.0,-0.001760517018436035
엘티씨,2023,Q3,24938869362.0,-5882627400.0,-0.23588188039364413
엘티씨,2023,Q4,25359248013.0,-6634637347.0,-0.26162594977575293
엘티씨,2024,Q1,49680986495.0,1678317618.0,0.03378188994232048
엘티씨,2024,Q2,57760955259.0,3609214120.0,0.06248536063533388
엘티씨,2024,Q3,76956120595.0,8082218765.0,0.10502372913955227
엘티씨,2024,Q4,92575177436.0,10814585647.0,0.11681949682976787
엘티씨,2025,Q1,75870938401.0,9425177453.0,0.12422645154571824
엘티씨,2025,Q2,61344515924.0,4911706283.0,0.08006756935021112
엘티씨,2025,Q3,67932756748.0,8225956822.0,0.12108969539561898
엘티씨,2025,Q4,105236514941.0,7066594465.0,0.06714964353353804
엘티씨,2026,Q1,98838154623.0,18100170920.0,0.18312938954637287
한국자산신탁,2023,Q3,57010546588.0,29729269388.0,0.5214696432020814
한국자산신탁,2023,Q4,71815296578.0,27362664161.0,0.38101442819053005
한국자산신탁,2024,Q1,63313363555.0,29479984088.0,0.46562024875508135
한국자산신탁,2024,Q2,54069713022.0,11318594481.0,0.20933335592875565
한국자산신탁,2024,Q3,52567784357.0,2724667799.0,0.05183151301367678
한국자산신탁,2024,Q4,56496766727.0,8241302436.0,0.14587210761676125
한국자산신탁,2025,Q1,51874300296.0,17700163503.0,0.34121257350944645
한국자산신탁,2025,Q2,52251157758.0,8308904149.0,0.1590185654350951
한국자산신탁,2025,Q3,46808618718.0,13789431435.0,0.2945917186335889
한국자산신탁,2025,Q4,53354335416.0,-5571193205.0,-0.10441875363195509
한국자산신탁,2026,Q1,68798893447.0,10766660993.0,0.15649468259680976
한국피아이엠,2025,Q1,8635396915.0,529943213.0,0.06136871509397203
한국피아이엠,2025,Q2,8917186352.0,116280820.0,0.013040079618154423
한국피아이엠,2025,Q3,11199014243.0,260937455.0,0.02330003778351298
한국피아이엠,2025,Q4,8179513009.0,548389775.0,0.06704430623150806
한국피아이엠,2026,Q1,8312694009.0,-747379845.0,-0.08990825888584683
상아프론테크,2023,Q1,46893564853.0,2785286497.0,0.059395921502901315
상아프론테크,2023,Q2,49020424109.0,3089046133.0,0.06301549179034664
상아프론테크,2023,Q3,45955159158.0,2177664291.0,0.0473867206838061
상아프론테크,2023,Q4,41729999282.0,906372951.0,0.02171993689419877
상아프론테크,2024,Q1,43783161235.0,2023914994.0,0.046225876270946244
상아프론테크,2024,Q2,44952470122.0,2116549938.0,0.04708417429021655
상아프론테크,2024,Q3,42446678159.0,1328562466.0,0.03129956273664972
상아프론테크,2024,Q4,40569348242.0,380594533.0,0.009381332200106287
상아프론테크,2025,Q1,40699174333.0,1082077756.0,0.026587216417376356
상아프론테크,2025,Q2,44755526401.0,1572757221.0,0.03514107301316109
상아프론테크,2025,Q3,49929162173.0,2126260806.0,0.042585549475729234
상아프론테크,2025,Q4,60604128970.0,1931317459.0,0.031867753762388575
상아프론테크,2026,Q1,48494081588.0,1165237860.0,0.024028455057665047
에프에스티,2023,Q1,47049668907.0,-2147854441.0,-0.04565078758036583
에프에스티,2023,Q2,54241349075.0,1229615079.0,0.022669330685337493
에프에스티,2023,Q3,55283564320.0,1677381266.0,0.030341409542459112
에프에스티,2023,Q4,41034036960.0,-11541544799.0,-0.28126759280961566
에프에스티,2024,Q1,49614048789.0,-2979541575.0,-0.06005439281263815
에프에스티,2024,Q2,51264615593.0,656801530.0,0.01281198585813026
에프에스티,2024,Q3,58450635787.0,297078332.0,0.005082550908130125
에프에스티,2024,Q4,78079150373.0,4312933513.0,0.055237966760604315
에프에스티,2025,Q1,68494438290.0,2754422354.0,0.04021381038761125
에프에스티,2025,Q2,75999145398.0,1730010718.0,0.022763554891836024
에프에스티,2025,Q3,65499988910.0,-1872319549.0,-0.028585036122260314
에프에스티,2025,Q4,70269160957.0,-3158640492.0,-0.04495059353181797
에프에스티,2026,Q1,69555635448.0,1420764575.0,0.020426304293663853
유한양행,2023,Q1,443047818557.0,22630010546.0,0.05107803175672008
유한양행,2023,Q2,495722476266.0,27296041160.0,0.05506315018355795
유한양행,2023,Q3,483063443680.0,883255315.0,0.0018284457798572369
유한양행,2023,Q4,437150021163.0,5950488041.0,0.013612004467411986
유한양행,2024,Q1,444593457592.0,577136746.0,0.0012981224445494067
유한양행,2024,Q2,528312352203.0,18542379417.0,0.035097380062533975
유한양행,2024,Q3,598784904117.0,47577974423.0,0.07945753825100352
유한양행,2024,Q4,496100737942.0,-11817170977.0,-0.023820103606420288
유한양행,2025,Q1,491563987277.0,6419671960.0,0.013059687296381349
유한양행,2025,Q2,578987017426.0,49861015710.0,0.08611767485161739
유한양행,2025,Q3,570013578017.0,22013818741.0,0.038619814667543696
유한양행,2025,Q4,546073003638.0,26079987412.0,0.047759159010337775
유한양행,2026,Q1,526779877219.0,8815193577.0,0.016734112213126984
한화엔진,2023,Q1,199346870618.0,4074102914.0,0.020437255430044005
한화엔진,2023,Q2,189045667814.0,3473368334.0,0.018373170748442698
한화엔진,2026,Q1,345239424400.0,51378938345.0,0.1488211794880979
드림텍,2023,Q1,306112946815.0,11328316858.0,0.03700698378120639
드림텍,2023,Q2,199255189235.0,-2209367081.0,-0.011088128191202537
드림텍,2023,Q3,276974172655.0,17547457486.0,0.06335412907923792
드림텍,2023,Q4,248038464834.0,7379156775.0,0.029750050178461267
드림텍,2024,Q1,284110552587.0,11953596772.0,0.04207375144342653
드림텍,2024,Q2,266507014801.0,2284278660.0,0.008571176491191664
드림텍,2024,Q3,329619092618.0,7650845605.0,0.023211172460409227
드림텍,2024,Q4,292444180819.0,1665553152.0,0.005695285668996938
드림텍,2025,Q1,341185439061.0,9940398071.0,0.02913488365258979
드림텍,2025,Q2,291394805606.0,8824592378.0,0.03028397283763488
드림텍,2025,Q3,322527326934.0,10554892907.0,0.03272557710795119
드림텍,2025,Q4,275513802683.0,2053337248.0,0.007452756370113782
드림텍,2026,Q1,260705836952.0,413048561.0,0.001584347193101199
상신이디피,2023,Q1,68600342798.0,3134056692.0,0.04568572931520936
상신이디피,2023,Q2,76719178204.0,7410222835.0,0.09658892350613897
상신이디피,2023,Q3,84822668559.0,13961734977.0,0.16459910085578897
상신이디피,2023,Q4,71493529197.0,5697128536.0,0.07968733114715314
상신이디피,2024,Q1,74861253662.0,4530738060.0,0.060521803180806584
상신이디피,2024,Q2,71636227016.0,1565725385.0,0.02185661431680781
상신이디피,2024,Q3,55171447116.0,-5335938235.0,-0.09671557506514182
상신이디피,2024,Q4,50131613051.0,-8981808128.0,-0.17916455468653297
상신이디피,2025,Q1,58315554319.0,-3887990958.0,-0.06667159394098805
상신이디피,2025,Q2,61276083634.0,887045801.0,0.014476215652069002
상신이디피,2025,Q3,62751954600.0,5167219468.0,0.082343562060137
상신이디피,2025,Q4,70587784712.0,5761575979.0,0.08162284738793518
상신이디피,2026,Q1,72210876530.0,4883856124.0,0.06763324804637987
한국항공우주,2023,Q1,568745902535.0,19398657454.0,0.034107775313258155
한국항공우주,2023,Q2,733450213207.0,8388149913.0,0.011436563466691136
한국항공우주,2023,Q3,1007116555474.0,65380821139.0,0.06491882273569466
한국항공우주,2023,Q4,1510031711230.0,154342854649.0,0.10221166449761486
한국항공우주,2024,Q1,739922390124.0,48011991363.0,0.06488787473366484
한국항공우주,2024,Q2,891809660832.0,74295976832.0,0.08330923076420446
한국항공우주,2024,Q3,907208791321.0,76279139685.0,0.08408112929982615
한국항공우주,2024,Q4,1094801263563.0,42131202520.0,0.03848296848222953
한국항공우주,2025,Q1,699256592260.0,46812915045.0,0.06694669104756021
한국항공우주,2025,Q2,828336336027.0,85215939637.0,0.10287601295595265
한국항공우주,2025,Q3,702116311024.0,60191688727.0,0.08572894231614354
한국항공우주,2025,Q4,1466670112290.0,76969653251.0,0.05247918574601801
한국항공우주,2026,Q1,1092687418220.0,67143247058.0,0.06144780834703588
SK오션플랜트,2023,Q1,219699534402.0,18572558515.0,0.08453617603493167
SK오션플랜트,2023,Q2,257941560619.0,30110786423.0,0.11673491604354524
SK오션플랜트,2023,Q3,236996967057.0,16380171432.0,0.06911553187961438
SK오션플랜트,2023,Q4,211197613768.0,10540779944.0,0.049909559847484915
SK오션플랜트,2024,Q1,127081523516.0,8945120042.0,0.07038883225911105
SK오션플랜트,2024,Q2,173356964333.0,14981324850.0,0.08641893856206719
SK오션플랜트,2024,Q3,199182923937.0,15196143905.0,0.0762924030064265
SK오션플랜트,2024,Q4,162994315005.0,2674694365.0,0.016409740210374522
SK오션플랜트,2025,Q1,257135520621.0,11040832448.0,0.042937795685853236
SK오션플랜트,2025,Q2,240624810043.0,15550811204.0,0.06462679887922217
SK오션플랜트,2025,Q3,293156089561.0,19253603729.0,0.06567697010091855
SK오션플랜트,2025,Q4,174472010538.0,13664246597.0,0.07831770009908796
SK오션플랜트,2026,Q1,174656154986.0,16858004481.0,0.09652110160303996
제닉,2023,Q1,6299885290.0,-665953716.0,-0.10570886378789922
제닉,2023,Q2,8167670434.0,-1045334482.0,-0.12798441005265468
제닉,2023,Q3,7403122645.0,-243203661.0,-0.03285149695098696
제닉,2023,Q4,6199088241.0,-2068694078.0,-0.33370940976737745
제닉,2024,Q1,6363574738.0,-579128515.0,-0.09100679081236242
제닉,2024,Q2,8974097039.0,888814264.0,0.09904219445559308
제닉,2024,Q3,15131237285.0,2076825124.0,0.13725415079299644
제닉,2024,Q4,19439407576.0,3637114891.0,0.18710008917609208
제닉,2025,Q1,17828052046.0,3760987890.0,0.2109589920590251
제닉,2025,Q2,24648863702.0,5460571392.0,0.22153440653562181
제닉,2025,Q3,23555447939.0,5647706160.0,0.23976220595021136
제닉,2025,Q4,12166097438.0,104488656.0,0.00858851053367669
제닉,2026,Q1,29356408951.0,3410999501.0,0.11619266875227964
OCI홀딩스,2023,Q1,719559346000.0,203389493000.0,0.2826583993810012
OCI홀딩스,2023,Q2,594272580000.0,131945674000.0,0.22202887772476396
OCI홀딩스,2023,Q3,690258453000.0,130754213000.0,0.18942790549208965
OCI홀딩스,2023,Q4,645601514000.0,65127917000.0,0.10087943659933858
OCI홀딩스,2024,Q1,864763127000.0,99266616000.0,0.11479052806561212
OCI홀딩스,2024,Q2,949857051000.0,89552846000.0,0.09428034029512089
OCI홀딩스,2024,Q3,908847145000.0,20511509000.0,0.0225687114855821
OCI홀딩스,2024,Q4,853916026000.0,-107803242000.0,-0.12624571821773023
OCI홀딩스,2025,Q1,948132888000.0,48710926000.0,0.051375631640361366
OCI홀딩스,2025,Q2,776231951000.0,-80341806000.0,-0.10350231769833447
OCI홀딩스,2025,Q3,845110460000.0,-53340928000.0,-0.0631171077920394
OCI홀딩스,2025,Q4,810585091000.0,27344744000.0,0.03373457555981621
OCI홀딩스,2026,Q1,892359113000.0,10862402000.0,0.012172680081096454
RF머트리얼즈,2023,Q1,12015938846.0,11107062.0,0.0009243607297233743
RF머트리얼즈,2023,Q2,13058462232.0,437035493.0,0.03346760784198897
RF머트리얼즈,2023,Q3,9130695221.0,-1230227580.0,-0.13473536792363383
RF머트리얼즈,2023,Q4,13706889092.0,747458981.0,0.05453162829166343
RF머트리얼즈,2024,Q1,10526978629.0,-260209996.0,-0.024718393108841944
RF머트리얼즈,2024,Q2,11385585942.0,-602118808.0,-0.052884305741249485
RF머트리얼즈,2024,Q3,7710132142.0,-1006054380.0,-0.13048471303359926
RF머트리얼즈,2024,Q4,14874279472.0,415431045.0,0.02792949035158481
RF머트리얼즈,2025,Q1,11806070877.0,836858097.0,0.07088370938296884
RF머트리얼즈,2025,Q2,16563164568.0,1873048782.0,0.11308520025326117
RF머트리얼즈,2025,Q3,14588740549.0,1891082398.0,0.12962615872482744
RF머트리얼즈,2025,Q4,21126405237.0,2769301308.0,0.1310824665594291
RF머트리얼즈,2026,Q1,20023519174.0,3195696450.0,0.15959714285136878
인탑스,2023,Q1,181216003841.0,12571869688.0,0.06937505199061024
인탑스,2023,Q2,127613651187.0,-651774318.0,-0.005107402789102208
인탑스,2023,Q3,146090900231.0,5758635667.0,0.03941816812610781
인탑스,2023,Q4,122813236587.0,659388403.0,0.005369033675233321
인탑스,2024,Q1,178463354013.0,6126199749.0,0.034327494195552005
인탑스,2024,Q2,151493277752.0,2220181352.0,0.014655312664331665
인탑스,2024,Q3,147892867398.0,260513629.0,0.001761502319776667
인탑스,2024,Q4,136817695403.0,-4822460044.0,-0.03524734157957654
인탑스,2025,Q1,161679738617.0,255893005.0,0.0015827153556091525
인탑스,2025,Q2,144390996742.0,-9720474858.0,-0.0673205052761613
인탑스,2025,Q3,142595486149.0,-683742065.0,-0.004794976920135806
인탑스,2025,Q4,142115533359.0,-1155208341.0,-0.008128656408598294
인탑스,2026,Q1,163137990337.0,6385710098.0,0.03914299841998059
롯데케미칼,2023,Q1,4932297675348.0,-26183542281.0,-0.005308589222395749
롯데케미칼,2023,Q2,5002378822228.0,-77046906772.0,-0.01540205360490556
롯데케미칼,2023,Q3,4815652870911.0,28082997465.0,0.005831607513622012
롯데케미칼,2023,Q4,5196067261415.0,-272555047885.0,-0.05245410310773719
롯데케미칼,2024,Q1,5086124357788.0,,
롯데케미칼,2024,Q2,5248011923155.0,,
롯데케미칼,2024,Q3,5200177481313.0,,
롯데케미칼,2024,Q4,4896061803101.0,,
롯데케미칼,2025,Q1,4901760589377.0,,
롯데케미칼,2025,Q2,4197070355158.0,,
롯데케미칼,2025,Q3,4786058197528.0,,
롯데케미칼,2025,Q4,4709943189430.0,,
롯데케미칼,2026,Q1,4990520929713.0,,
인텔리안테크,2023,Q1,64393461578.0,776979479.0,0.01206612379517511
인텔리안테크,2023,Q2,87594794965.0,7771044233.0,0.0887158219401627
인텔리안테크,2023,Q3,66774944042.0,-1577843732.0,-0.02362927823657284
인텔리안테크,2023,Q4,86279646466.0,3755370547.0,0.043525567162353514
인텔리안테크,2024,Q1,46697934211.0,-9345658844.0,-0.20013002720361386
인텔리안테크,2024,Q2,71699403378.0,910464541.0,0.012698355887287115
인텔리안테크,2024,Q3,62360862093.0,-5735455232.0,-0.09197203244956109
인텔리안테크,2024,Q4,77011249201.0,-5273043243.0,-0.06847107789716946
인텔리안테크,2025,Q1,43350439171.0,-12038860310.0,-0.2777102271677468
인텔리안테크,2025,Q2,74736003382.0,1763174467.0,0.023592035795489925
인텔리안테크,2025,Q3,77226483698.0,2373046193.0,0.030728398851875432
인텔리안테크,2025,Q4,124315424789.0,19856310876.0,0.15972523851888876
인텔리안테크,2026,Q1,64723573305.0,593389685.0,0.009168061259593028
CJ ENM,2023,Q1,948985957109.0,-50343560773.0,-0.05304984799392302
CJ ENM,2023,Q2,1048878278451.0,-30363248922.0,-0.028948305581121315
CJ ENM,2023,Q3,1110868086947.0,7405467192.0,0.006666378554768329
CJ ENM,2023,Q4,1259628334005.0,58700964915.0,0.04660181367019566
CJ ENM,2024,Q1,1154143153636.0,12333145568.0,0.010685975590762543
CJ ENM,2024,Q2,1164731113925.0,35326550939.0,0.03033022001099798
CJ ENM,2024,Q3,1124550173902.0,15833850699.0,0.014080163843698677
CJ ENM,2024,Q4,1787935632039.0,40984697291.0,0.02292291543194996
CJ ENM,2025,Q1,1138278309590.0,704502395.0,0.0006189192828015469
CJ ENM,2025,Q2,,28610310690.0,
CJ ENM,2025,Q3,,17571069824.0,
CJ ENM,2025,Q4,,86001859036.0,
CJ ENM,2026,Q1,1329666314729.0,1459647025.0,0.00109775438305925
코리아써키트,2023,Q1,336695752023.0,-14642016183.0,-0.04348738020906124
코리아써키트,2023,Q2,332753335328.0,-7484670984.0,-0.022493150899966927
코리아써키트,2023,Q3,350313808200.0,-1073030802.0,-0.0030630559711976547
코리아써키트,2023,Q4,312471548691.0,-8901506802.0,-0.02848741538002428
코리아써키트,2024,Q1,354863244347.0,,
코리아써키트,2024,Q2,375450919694.0,,
코리아써키트,2024,Q3,341347836036.0,-9632057518.0,-0.028217719584383603
코리아써키트,2024,Q4,335294573585.0,-9859300597.0,-0.0294048916198776
코리아써키트,2025,Q1,354587792750.0,-1666527708.0,-0.004699901525304272
코리아써키트,2025,Q2,331347811712.0,6155917919.0,0.01857841730474618
코리아써키트,2025,Q3,375651814658.0,13264646929.0,0.035311015177915135
코리아써키트,2025,Q4,448137713958.0,36062215944.0,0.08047128108343007
코리아써키트,2026,Q1,419900611488.0,26443486523.0,0.06297558469679844
유니셈,2023,Q1,51753687853.0,4333422148.0,0.08373165909081791
유니셈,2023,Q2,56922554447.0,5342784698.0,0.09386059269308814
유니셈,2023,Q3,62076503685.0,6202786106.0,0.09992164084297203
유니셈,2023,Q4,61358997028.0,1509088988.0,0.024594420722218718
유니셈,2024,Q1,55186952755.0,4559702713.0,0.08262283901128942
유니셈,2024,Q2,45062156347.0,-500134134.0,-0.01109876167817469
유니셈,2024,Q3,56386084657.0,3174284349.0,0.056295526960408154
유니셈,2024,Q4,61525541884.0,2740457504.0,0.044541785737813526
유니셈,2025,Q1,60512429317.0,4777095541.0,0.07894403835573581
유니셈,2025,Q2,80043467028.0,2106284841.0,0.02631426297742951
유니셈,2025,Q3,56820597316.0,1746794019.0,0.030742267795698157
유니셈,2025,Q4,75953941639.0,2271672906.0,0.029908558489261685
유니셈,2026,Q1,74838313391.0,5122490540.0,0.06844743431398638
아세아시멘트,2023,Q1,265523034477.0,15874698523.0,0.05978652117421131
