종목명,상태,공시일,매출액_당기(억원),매출액_YoY(%),매출액_흑자적자전환_YoY,영업이익_당기(억원),영업이익_YoY(%),영업이익_흑자적자전환_YoY
컴투스홀딩스,ok,20260812.0,155.53,-43.1,,-52.75,-139.8,
에이유브랜즈,ok,20260813.0,302.73,118.78,,62.74,143.46,
클리오,ok,20260813.0,868.05,5.7,,116.17,230.0,
코메론,ok,20260813.0,237.12,29.9,,98.75,129.2,
고스트스튜디오,ok,20260813.0,220.82,8.2,,48.57,26.7,
KT지니뮤직,ok,20260812.0,772.16,5.1,,18.94,-62.29,
디케이락,ok,20260812.0,395.2,28.99,,38.07,1112.42,
미투온,ok,20260813.0,248.51,11.2,,47.65,61.6,
위메이드플레이,ok,20260812.0,321.92,8.7,,25.95,5.7,
옵티시스,ok,20260813.0,65.79,-12.8,,12.59,-23.4,
윈팩,ok,20260813.0,301.85,64.5,,7.95,,흑자전환
인스피언,ok,20260813.0,47.6,18.2,,10.5,,흑자전환
에이치시티,ok,20260814.0,256.15,-12.2,,-4.03,,적자전환
레인보우로보틱스,no_disclosure,,,,,,,
리노공업,no_disclosure,,,,,,,
HLB,no_disclosure,,,,,,,
에이비엘바이오,no_disclosure,,,,,,,
펩트론,no_disclosure,,,,,,,
리가켐바이오,no_disclosure,,,,,,,
이오테크닉스,no_disclosure,,,,,,,
삼천당제약,no_disclosure,,,,,,,
케어젠,no_disclosure,,,,,,,
피에스케이,no_disclosure,,,,,,,
로보티즈,no_disclosure,,,,,,,
HPSP,no_disclosure,,,,,,,
보로노이,no_disclosure,,,,,,,
디앤디파마텍,no_disclosure,,,,,,,
제주반도체,no_disclosure,,,,,,,
현대무벡스,no_disclosure,,,,,,,
올릭스,no_disclosure,,,,,,,
유진테크,no_disclosure,,,,,,,
테스,no_disclosure,,,,,,,
솔브레인,no_disclosure,,,,,,,
티에스이,no_disclosure,,,,,,,
서진시스템,no_disclosure,,,,,,,
피에스케이홀딩스,no_disclosure,,,,,,,
하나마이크론,no_disclosure,,,,,,,
우리기술,no_disclosure,,,,,,,
대한광통신,no_disclosure,,,,,,,
파크시스템스,no_disclosure,,,,,,,
메지온,no_disclosure,,,,,,,
에임드바이오,no_disclosure,,,,,,,
브이엠,no_disclosure,,,,,,,
비에이치아이,no_disclosure,,,,,,,
코오롱티슈진,no_disclosure,,,,,,,
원익홀딩스,no_disclosure,,,,,,,
네이처셀,no_disclosure,,,,,,,
기가비스,no_disclosure,,,,,,,
대주전자재료,no_disclosure,,,,,,,
제이에스링크,no_disclosure,,,,,,,
오름테라퓨틱,no_disclosure,,,,,,,
오스코텍,no_disclosure,,,,,,,
하림지주,no_disclosure,,,,,,,
성호전자,no_disclosure,,,,,,,
두산테스나,no_disclosure,,,,,,,
태성,no_disclosure,,,,,,,
스피어,no_disclosure,,,,,,,
리브스메드,no_disclosure,,,,,,,
삼현,no_disclosure,,,,,,,
코미코,no_disclosure,,,,,,,
하나머티리얼즈,no_disclosure,,,,,,,
에스에이엠티,no_disclosure,,,,,,,
알지노믹스,no_disclosure,,,,,,,
GST,no_disclosure,,,,,,,
씨어스,no_disclosure,,,,,,,
동국제약,no_disclosure,,,,,,,
차바이오텍,no_disclosure,,,,,,,
지엔씨에너지,no_disclosure,,,,,,,
큐리언트,no_disclosure,,,,,,,
신성델타테크,no_disclosure,,,,,,,
삼표시멘트,no_disclosure,,,,,,,
로보스타,no_disclosure,,,,,,,
제이앤티씨,no_disclosure,,,,,,,
유일로보틱스,no_disclosure,,,,,,,
휴림로봇,no_disclosure,,,,,,,
SFA반도체,no_disclosure,,,,,,,
클로봇,no_disclosure,,,,,,,
루닛,no_disclosure,,,,,,,
LS머트리얼즈,no_disclosure,,,,,,,
SFA,no_disclosure,,,,,,,
피엔티,no_disclosure,,,,,,,
인텔리안테크,no_disclosure,,,,,,,
와이씨,no_disclosure,,,,,,,
미래에셋벤처투자,no_disclosure,,,,,,,
다우데이타,no_disclosure,,,,,,,
솔브레인홀딩스,no_disclosure,,,,,,,
제룡전기,no_disclosure,,,,,,,
서부T&D,no_disclosure,,,,,,,
케이엠더블유,no_disclosure,,,,,,,
와이지-원,no_disclosure,,,,,,,
선익시스템,no_disclosure,,,,,,,
동운아나텍,no_disclosure,,,,,,,
현대바이오,no_disclosure,,,,,,,
이엔에프테크놀로지,no_disclosure,,,,,,,
에이프릴바이오,no_disclosure,,,,,,,
온코닉테라퓨틱스,no_disclosure,,,,,,,
태웅,no_disclosure,,,,,,,
지투지바이오,no_disclosure,,,,,,,
코미팜,no_disclosure,,,,,,,
에이치브이엠,no_disclosure,,,,,,,
넥슨게임즈,no_disclosure,,,,,,,
쏠리드,no_disclosure,,,,,,,
에스티큐브,no_disclosure,,,,,,,
필옵틱스,no_disclosure,,,,,,,
SFA넥셀,no_disclosure,,,,,,,
삼지전자,no_disclosure,,,,,,,
세미파이브,no_disclosure,,,,,,,
앱클론,no_disclosure,,,,,,,
코스모로보틱스,no_disclosure,,,,,,,
지아이이노베이션,no_disclosure,,,,,,,
엔켐,no_disclosure,,,,,,,
프로텍,no_disclosure,,,,,,,
젬백스,no_disclosure,,,,,,,
아이티센글로벌,no_disclosure,,,,,,,
한양이엔지,no_disclosure,,,,,,,
미코,no_disclosure,,,,,,,
인카금융서비스,no_disclosure,,,,,,,
가온칩스,no_disclosure,,,,,,,
마키나락스,no_disclosure,,,,,,,
현대힘스,no_disclosure,,,,,,,
동성화인텍,no_disclosure,,,,,,,
하이젠알앤엠,no_disclosure,,,,,,,
토모큐브,no_disclosure,,,,,,,
로킷헬스케어,no_disclosure,,,,,,,
비나텍,no_disclosure,,,,,,,
유진로봇,no_disclosure,,,,,,,
브이티,no_disclosure,,,,,,,
성우하이텍,no_disclosure,,,,,,,
월덱스,no_disclosure,,,,,,,
피노,no_disclosure,,,,,,,
한국기업평가,no_disclosure,,,,,,,
원텍,no_disclosure,,,,,,,
뉴파워프라즈마,no_disclosure,,,,,,,
타이거일렉,no_disclosure,,,,,,,
예스티,no_disclosure,,,,,,,
천보,no_disclosure,,,,,,,
성일하이텍,no_disclosure,,,,,,,
노타,no_disclosure,,,,,,,
에프에스티,no_disclosure,,,,,,,
서희건설,no_disclosure,,,,,,,
인벤티지랩,no_disclosure,,,,,,,
국일제지,no_disclosure,,,,,,,
큐로셀,no_disclosure,,,,,,,
동화기업,no_disclosure,,,,,,,
엠케이전자,no_disclosure,,,,,,,
감성코퍼레이션,no_disclosure,,,,,,,
에이디테크놀로지,no_disclosure,,,,,,,
파이버프로,no_disclosure,,,,,,,
네오셈,no_disclosure,,,,,,,
한국피아이엠,no_disclosure,,,,,,,
메디포스트,no_disclosure,,,,,,,
우리기술투자,no_disclosure,,,,,,,
아주IB투자,no_disclosure,,,,,,,
인텍플러스,no_disclosure,,,,,,,
아난티,no_disclosure,,,,,,,
엘티씨,no_disclosure,,,,,,,
티에프이,no_disclosure,,,,,,,
HLB이노베이션,no_disclosure,,,,,,,
PS일렉트로닉스,no_disclosure,,,,,,,
글로벌텍스프리,no_disclosure,,,,,,,
에이스침대,no_disclosure,,,,,,,
파인엠텍,no_disclosure,,,,,,,
네패스,no_disclosure,,,,,,,
큐렉소,no_disclosure,,,,,,,
LS증권,no_disclosure,,,,,,,
시노펙스,no_disclosure,,,,,,,
켐트로닉스,no_disclosure,,,,,,,
코세스,no_disclosure,,,,,,,
디케이티,no_disclosure,,,,,,,
다날,no_disclosure,,,,,,,
엔젤로보틱스,no_disclosure,,,,,,,
툴젠,no_disclosure,,,,,,,
빛과전자,no_disclosure,,,,,,,
싸이맥스,no_disclosure,,,,,,,
넥스트바이오메디컬,no_disclosure,,,,,,,
인화정공,no_disclosure,,,,,,,
오이솔루션,no_disclosure,,,,,,,
에스티아이,no_disclosure,,,,,,,
티로보틱스,no_disclosure,,,,,,,
넥스틴,no_disclosure,,,,,,,
보성파워텍,no_disclosure,,,,,,,
유바이오로직스,no_disclosure,,,,,,,
GRT,no_disclosure,,,,,,,
진성티이씨,no_disclosure,,,,,,,
엑스게이트,no_disclosure,,,,,,,
지노믹트리,no_disclosure,,,,,,,
휴온스글로벌,no_disclosure,,,,,,,
신라젠,no_disclosure,,,,,,,
한중엔시에스,no_disclosure,,,,,,,
한스바이오메드,no_disclosure,,,,,,,
한라캐스트,no_disclosure,,,,,,,
한양디지텍,no_disclosure,,,,,,,
HLB생명과학,no_disclosure,,,,,,,
HEM파마,no_disclosure,,,,,,,
한국정보통신,no_disclosure,,,,,,,
휴메딕스,no_disclosure,,,,,,,
노바렉스,no_disclosure,,,,,,,
네패스아크,no_disclosure,,,,,,,
인탑스,no_disclosure,,,,,,,
이뮨온시아,no_disclosure,,,,,,,
한국알콜,no_disclosure,,,,,,,
디아이티,no_disclosure,,,,,,,
SAMG엔터,no_disclosure,,,,,,,
이지홀딩스,no_disclosure,,,,,,,
셀바스AI,no_disclosure,,,,,,,
프로티나,no_disclosure,,,,,,,
삼양엔씨켐,no_disclosure,,,,,,,
골프존홀딩스,no_disclosure,,,,,,,
매커스,no_disclosure,,,,,,,
한텍,no_disclosure,,,,,,,
HLB제약,no_disclosure,,,,,,,
스맥,no_disclosure,,,,,,,
아이엠바이오로직스,no_disclosure,,,,,,,
제우스,no_disclosure,,,,,,,
오킨스전자,no_disclosure,,,,,,,
인투셀,no_disclosure,,,,,,,
DXVX,no_disclosure,,,,,,,
티앤엘,no_disclosure,,,,,,,
아이티켐,no_disclosure,,,,,,,
엔케이젠바이오텍코리아,no_disclosure,,,,,,,
매일유업,no_disclosure,,,,,,,
케이프,no_disclosure,,,,,,,
유진기업,no_disclosure,,,,,,,
삼양컴텍,no_disclosure,,,,,,,
비츠로넥스텍,no_disclosure,,,,,,,
비덴트,no_disclosure,,,,,,,
아스플로,no_disclosure,,,,,,,
나이스정보통신,no_disclosure,,,,,,,
대명에너지,no_disclosure,,,,,,,
큐에이드,no_disclosure,,,,,,,
KH바텍,no_disclosure,,,,,,,
오픈엣지테크놀로지,no_disclosure,,,,,,,
바이오다인,no_disclosure,,,,,,,
펨트론,no_disclosure,,,,,,,
오로라,no_disclosure,,,,,,,
강원에너지,no_disclosure,,,,,,,
티엑스알로보틱스,no_disclosure,,,,,,,
네오티스,no_disclosure,,,,,,,
뉴로메카,no_disclosure,,,,,,,
리파인,no_disclosure,,,,,,,
이노스페이스,no_disclosure,,,,,,,
아이스크림미디어,no_disclosure,,,,,,,
한선엔지니어링,no_disclosure,,,,,,,
에스바이오메딕스,no_disclosure,,,,,,,
유니슨,no_disclosure,,,,,,,
LIG아큐버,no_disclosure,,,,,,,
씨메스로보틱스,no_disclosure,,,,,,,
대원산업,no_disclosure,,,,,,,
피에이치에이,no_disclosure,,,,,,,
인피니트헬스케어,no_disclosure,,,,,,,
아스테라시스,no_disclosure,,,,,,,
유니셈,no_disclosure,,,,,,,
제닉,no_disclosure,,,,,,,
저스템,no_disclosure,,,,,,,
LB세미콘,no_disclosure,,,,,,,
바이넥스,no_disclosure,,,,,,,
미래반도체,no_disclosure,,,,,,,
케이엔제이,no_disclosure,,,,,,,
서호전기,no_disclosure,,,,,,,
필에너지,no_disclosure,,,,,,,
미래나노텍,no_disclosure,,,,,,,
덕산테코피아,no_disclosure,,,,,,,
비츠로테크,no_disclosure,,,,,,,
강스템바이오텍,no_disclosure,,,,,,,
바이오플러스,no_disclosure,,,,,,,
에스비비테크,no_disclosure,,,,,,,
사피엔반도체,no_disclosure,,,,,,,
채비,no_disclosure,,,,,,,
JTC,no_disclosure,,,,,,,
세보엠이씨,no_disclosure,,,,,,,
나우로보틱스,no_disclosure,,,,,,,
아이씨티케이,no_disclosure,,,,,,,
큐라클,no_disclosure,,,,,,,
에스엔시스,no_disclosure,,,,,,,
상아프론테크,no_disclosure,,,,,,,
아리바이오홀딩스,no_disclosure,,,,,,,
페니트리움바이오,no_disclosure,,,,,,,
솔트룩스,no_disclosure,,,,,,,
덕양에너젠,no_disclosure,,,,,,,
아스트,no_disclosure,,,,,,,
슈어소프트테크,no_disclosure,,,,,,,
에코아이,no_disclosure,,,,,,,
에이팩트,no_disclosure,,,,,,,
한국캐피탈,no_disclosure,,,,,,,
상신이디피,no_disclosure,,,,,,,
DSC인베스트먼트,no_disclosure,,,,,,,
오리엔탈정공,no_disclosure,,,,,,,
우리로,no_disclosure,,,,,,,
이지바이오,no_disclosure,,,,,,,
KBI메탈,no_disclosure,,,,,,,
옵티코어,no_disclosure,,,,,,,
우주일렉트로,no_disclosure,,,,,,,
코오롱생명과학,no_disclosure,,,,,,,
삼목에스폼,no_disclosure,,,,,,,
동원개발,no_disclosure,,,,,,,
에치에프알,no_disclosure,,,,,,,
티이엠씨,no_disclosure,,,,,,,
해성산업,no_disclosure,,,,,,,
갤럭시아머니트리,no_disclosure,,,,,,,
엑시콘,no_disclosure,,,,,,,
드림시큐리티,no_disclosure,,,,,,,
마이크로컨텍솔,no_disclosure,,,,,,,
에이직랜드,no_disclosure,,,,,,,
와이씨켐,no_disclosure,,,,,,,
이랜시스,no_disclosure,,,,,,,
엠로,no_disclosure,,,,,,,
쿠콘,no_disclosure,,,,,,,
퓨쳐켐,no_disclosure,,,,,,,
이랜텍,no_disclosure,,,,,,,
메가터치,no_disclosure,,,,,,,
네오위즈홀딩스,no_disclosure,,,,,,,
쓰리빌리언,no_disclosure,,,,,,,
금화피에스시,no_disclosure,,,,,,,
티쓰리,no_disclosure,,,,,,,
에브리봇,no_disclosure,,,,,,,
아이티엠반도체,no_disclosure,,,,,,,
나무가,no_disclosure,,,,,,,
듀켐바이오,no_disclosure,,,,,,,
코난테크놀로지,no_disclosure,,,,,,,
카나프테라퓨틱스,no_disclosure,,,,,,,
도우인시스,no_disclosure,,,,,,,
현대사료,no_disclosure,,,,,,,
신흥에스이씨,no_disclosure,,,,,,,
유니테스트,no_disclosure,,,,,,,
사람인,no_disclosure,,,,,,,
티씨머티리얼즈,no_disclosure,,,,,,,
한국정보인증,no_disclosure,,,,,,,
DMS,no_disclosure,,,,,,,
그린광학,no_disclosure,,,,,,,
석경에이티,no_disclosure,,,,,,,
알멕,no_disclosure,,,,,,,
대아티아이,no_disclosure,,,,,,,
국보디자인,no_disclosure,,,,,,,
HLB테라퓨틱스,no_disclosure,,,,,,,
슈피겐코리아,no_disclosure,,,,,,,
아모텍,no_disclosure,,,,,,,
HB테크놀러지,no_disclosure,,,,,,,
신성에스티,no_disclosure,,,,,,,
바이오니아,no_disclosure,,,,,,,
한국비엔씨,no_disclosure,,,,,,,
대화제약,no_disclosure,,,,,,,
나이벡,no_disclosure,,,,,,,
일진파워,no_disclosure,,,,,,,
지어소프트,no_disclosure,,,,,,,
이크레더블,no_disclosure,,,,,,,
베뉴지,no_disclosure,,,,,,,
셀비온,no_disclosure,,,,,,,
메디아나,no_disclosure,,,,,,,
아나패스,no_disclosure,,,,,,,
비보존 제약,no_disclosure,,,,,,,
더핑크퐁컴퍼니,no_disclosure,,,,,,,
앤로보틱스,no_disclosure,,,,,,,
모베이스전자,no_disclosure,,,,,,,
안트로젠,no_disclosure,,,,,,,
에스앤디,no_disclosure,,,,,,,
디오,no_disclosure,,,,,,,
모두투어,no_disclosure,,,,,,,
안국약품,no_disclosure,,,,,,,
EDGC,no_disclosure,,,,,,,
디바이스,no_disclosure,,,,,,,
대양전기공업,no_disclosure,,,,,,,
지놈앤컴퍼니,no_disclosure,,,,,,,
빅솔론,no_disclosure,,,,,,,
엠아이텍,no_disclosure,,,,,,,
아이디스,no_disclosure,,,,,,,
제일일렉트릭,no_disclosure,,,,,,,
에이치엠넥스,no_disclosure,,,,,,,
제테마,no_disclosure,,,,,,,
대한약품,no_disclosure,,,,,,,
인터플렉스,no_disclosure,,,,,,,
코리아에프티,no_disclosure,,,,,,,
피델릭스,no_disclosure,,,,,,,
버킷스튜디오,no_disclosure,,,,,,,
코다코,no_disclosure,,,,,,,
아가방컴퍼니,no_disclosure,,,,,,,
오르비텍,no_disclosure,,,,,,,
바이오비쥬,no_disclosure,,,,,,,
하이비젼시스템,no_disclosure,,,,,,,
유비쿼스홀딩스,no_disclosure,,,,,,,
메가스터디,no_disclosure,,,,,,,
아이엘,no_disclosure,,,,,,,
흥구석유,no_disclosure,,,,,,,
케이엔알시스템,no_disclosure,,,,,,,
헬릭스미스,no_disclosure,,,,,,,
압타바이오,no_disclosure,,,,,,,
아이디스홀딩스,no_disclosure,,,,,,,
SG,no_disclosure,,,,,,,
푸른저축은행,no_disclosure,,,,,,,
에이스테크,no_disclosure,,,,,,,
경동제약,no_disclosure,,,,,,,
와이솔,no_disclosure,,,,,,,
바이오솔루션,no_disclosure,,,,,,,
프레스티지바이오로직스,no_disclosure,,,,,,,
에스오에스랩,no_disclosure,,,,,,,
와이바이오로직스,no_disclosure,,,,,,,
삼미금속,no_disclosure,,,,,,,
폴라리스오피스,no_disclosure,,,,,,,
동양이엔피,no_disclosure,,,,,,,
유비쿼스,no_disclosure,,,,,,,
우양에이치씨,no_disclosure,,,,,,,
유성티엔에스,no_disclosure,,,,,,,
티케이케미칼,no_disclosure,,,,,,,
시너지이노베이션,no_disclosure,,,,,,,
윤성에프앤씨,no_disclosure,,,,,,,
엘오티베큠,no_disclosure,,,,,,,
디엔에프,no_disclosure,,,,,,,
크레오에스지,no_disclosure,,,,,,,
나노엔텍,no_disclosure,,,,,,,
지앤비에스 에코,no_disclosure,,,,,,,
와이엠티,no_disclosure,,,,,,,
매일홀딩스,no_disclosure,,,,,,,
슈프리마에이치큐,no_disclosure,,,,,,,
재영솔루텍,no_disclosure,,,,,,,
지투파워,no_disclosure,,,,,,,
아이패밀리에스씨,no_disclosure,,,,,,,
자람테크놀로지,no_disclosure,,,,,,,
제이오,no_disclosure,,,,,,,
켄코아에어로스페이스,no_disclosure,,,,,,,
티움바이오,no_disclosure,,,,,,,
삼보판지,no_disclosure,,,,,,,
아이비김영,no_disclosure,,,,,,,
제이엘케이,no_disclosure,,,,,,,
동국산업,no_disclosure,,,,,,,
인선이엔티,no_disclosure,,,,,,,
씨피시스템,no_disclosure,,,,,,,
애니플러스,no_disclosure,,,,,,,
나우IB,no_disclosure,,,,,,,
에스텍,no_disclosure,,,,,,,
범한퓨얼셀,no_disclosure,,,,,,,
아이텍,no_disclosure,,,,,,,
네오오토,no_disclosure,,,,,,,
모다이노칩,no_disclosure,,,,,,,
화신정공,no_disclosure,,,,,,,
제룡산업,no_disclosure,,,,,,,
고려신용정보,no_disclosure,,,,,,,
마크로젠,no_disclosure,,,,,,,
우진엔텍,no_disclosure,,,,,,,
케이알엠,no_disclosure,,,,,,,
플리토,no_disclosure,,,,,,,
링크솔루션,no_disclosure,,,,,,,
이엘씨,no_disclosure,,,,,,,
시스웍,no_disclosure,,,,,,,
선광,no_disclosure,,,,,,,
솔본,no_disclosure,,,,,,,
라이콤,no_disclosure,,,,,,,
아크릴,no_disclosure,,,,,,,
에코앤드림,no_disclosure,,,,,,,
동방메디컬,no_disclosure,,,,,,,
큐알티,no_disclosure,,,,,,,
퓨릿,no_disclosure,,,,,,,
알에스오토메이션,no_disclosure,,,,,,,
코칩,no_disclosure,,,,,,,
제노코,no_disclosure,,,,,,,
오로스테크놀로지,no_disclosure,,,,,,,
신화프리텍,no_disclosure,,,,,,,
코맥스,no_disclosure,,,,,,,
나무에이엑스,no_disclosure,,,,,,,
HB솔루션,no_disclosure,,,,,,,
씨앤지하이테크,no_disclosure,,,,,,,
상상인,no_disclosure,,,,,,,
어보브반도체,no_disclosure,,,,,,,
새로닉스,no_disclosure,,,,,,,
지씨지놈,no_disclosure,,,,,,,
성우,no_disclosure,,,,,,,
아진엑스텍,no_disclosure,,,,,,,
킵스파마,no_disclosure,,,,,,,
일승,no_disclosure,,,,,,,
컨텍,no_disclosure,,,,,,,
노바텍,no_disclosure,,,,,,,
모트렉스,no_disclosure,,,,,,,
엠디바이스,no_disclosure,,,,,,,
파세코,no_disclosure,,,,,,,
엘케이켐,no_disclosure,,,,,,,
하이텍팜,no_disclosure,,,,,,,
AP위성,no_disclosure,,,,,,,
KCC건설,no_disclosure,,,,,,,
제넥신,no_disclosure,,,,,,,
에스투더블유,no_disclosure,,,,,,,
팜스토리,no_disclosure,,,,,,,
엠플러스,no_disclosure,,,,,,,
나라스페이스테크놀로지,no_disclosure,,,,,,,
노머스,no_disclosure,,,,,,,
리센스메디컬,no_disclosure,,,,,,,
톱텍,no_disclosure,,,,,,,
KX,no_disclosure,,,,,,,
유아이엘,no_disclosure,,,,,,,
SV인베스트먼트,no_disclosure,,,,,,,
넵튠,no_disclosure,,,,,,,
켐트로스,no_disclosure,,,,,,,
플래스크,no_disclosure,,,,,,,
나인테크,no_disclosure,,,,,,,
국전,no_disclosure,,,,,,,
셀레믹스,no_disclosure,,,,,,,
성도이엔지,no_disclosure,,,,,,,
유니트론텍,no_disclosure,,,,,,,
그래디언트,no_disclosure,,,,,,,
그린리소스,no_disclosure,,,,,,,
엔에프씨,no_disclosure,,,,,,,
퀄리타스반도체,no_disclosure,,,,,,,
아바텍,no_disclosure,,,,,,,
한컴위드,no_disclosure,,,,,,,
중앙첨단소재,no_disclosure,,,,,,,
세명전기,no_disclosure,,,,,,,
피아이이,no_disclosure,,,,,,,
SKAI,no_disclosure,,,,,,,
뷰노,no_disclosure,,,,,,,
하나기술,no_disclosure,,,,,,,
코윈테크,no_disclosure,,,,,,,
핑거,no_disclosure,,,,,,,
파워로직스,no_disclosure,,,,,,,
NH농우바이오,no_disclosure,,,,,,,
동구바이오제약,no_disclosure,,,,,,,
이노테크,no_disclosure,,,,,,,
엠에스씨,no_disclosure,,,,,,,
바이젠셀,no_disclosure,,,,,,,
NICE인프라,no_disclosure,,,,,,,
에이티넘인베스트,no_disclosure,,,,,,,
세경하이테크,no_disclosure,,,,,,,
코아스템켐온,no_disclosure,,,,,,,
진로발효,no_disclosure,,,,,,,
라온텍,no_disclosure,,,,,,,
루미르,no_disclosure,,,,,,,
씨이랩,no_disclosure,,,,,,,
인포바인,no_disclosure,,,,,,,
풍원정밀,no_disclosure,,,,,,,
그리드위즈,no_disclosure,,,,,,,
케이엔솔,no_disclosure,,,,,,,
삼보모터스,no_disclosure,,,,,,,
시지메드텍,no_disclosure,,,,,,,
우림피티에스,no_disclosure,,,,,,,
와이엔텍,no_disclosure,,,,,,,
메타바이오메드,no_disclosure,,,,,,,
다산네트웍스,no_disclosure,,,,,,,
뉴엔AI,no_disclosure,,,,,,,
케이에스피,no_disclosure,,,,,,,
한국경제TV,no_disclosure,,,,,,,
CMG제약,no_disclosure,,,,,,,
대정화금,no_disclosure,,,,,,,
푸드나무,no_disclosure,,,,,,,
비아트론,no_disclosure,,,,,,,
씨에스베어링,no_disclosure,,,,,,,
오늘이엔엠,no_disclosure,,,,,,,
오스테오닉,no_disclosure,,,,,,,
청담글로벌,no_disclosure,,,,,,,
우리손에프앤지,no_disclosure,,,,,,,
LB인베스트먼트,no_disclosure,,,,,,,
아톤,no_disclosure,,,,,,,
원익,no_disclosure,,,,,,,
디에스케이,no_disclosure,,,,,,,
제이아이테크,no_disclosure,,,,,,,
뉴로핏,no_disclosure,,,,,,,
엠에스오토텍,no_disclosure,,,,,,,
아진산업,no_disclosure,,,,,,,
세운메디칼,no_disclosure,,,,,,,
에프엔에스테크,no_disclosure,,,,,,,
한울소재과학,no_disclosure,,,,,,,
옵투스제약,no_disclosure,,,,,,,
나노팀,no_disclosure,,,,,,,
코데즈컴바인,no_disclosure,,,,,,,
오상헬스케어,no_disclosure,,,,,,,
스모트로닉,no_disclosure,,,,,,,
탑런토탈솔루션,no_disclosure,,,,,,,
케이씨에스,no_disclosure,,,,,,,
나인앤컴퍼니,no_disclosure,,,,,,,
금강철강,no_disclosure,,,,,,,
스톰테크,no_disclosure,,,,,,,
아스타,no_disclosure,,,,,,,
대성하이텍,no_disclosure,,,,,,,
에이럭스,no_disclosure,,,,,,,
엑셈,no_disclosure,,,,,,,
더네이쳐홀딩스,no_disclosure,,,,,,,
YTN,no_disclosure,,,,,,,
이스트소프트,no_disclosure,,,,,,,
링네트,no_disclosure,,,,,,,
씨씨에스,no_disclosure,,,,,,,
아모그린텍,no_disclosure,,,,,,,
동아엘텍,no_disclosure,,,,,,,
박셀바이오,no_disclosure,,,,,,,
컴퍼니케이,no_disclosure,,,,,,,
엑스페릭스,no_disclosure,,,,,,,
원익피앤이,no_disclosure,,,,,,,
다원시스,no_disclosure,,,,,,,
세종텔레콤,no_disclosure,,,,,,,
피에스텍,no_disclosure,,,,,,,
와이제이링크,no_disclosure,,,,,,,
한일사료,no_disclosure,,,,,,,
선진뷰티사이언스,no_disclosure,,,,,,,
메드팩토,no_disclosure,,,,,,,
금양그린파워,no_disclosure,,,,,,,
서울옥션,no_disclosure,,,,,,,
워트,no_disclosure,,,,,,,
에스와이,no_disclosure,,,,,,,
풍국주정,no_disclosure,,,,,,,
폴라리스AI,no_disclosure,,,,,,,
이지케어텍,no_disclosure,,,,,,,
에이치엔에스하이텍,no_disclosure,,,,,,,
위더스제약,no_disclosure,,,,,,,
나노,no_disclosure,,,,,,,
하이로닉,no_disclosure,,,,,,,
웨이비스,no_disclosure,,,,,,,
파워넷,no_disclosure,,,,,,,
디와이피엔에프,no_disclosure,,,,,,,
LS티라유텍,no_disclosure,,,,,,,
에이치피오,no_disclosure,,,,,,,
리메드,no_disclosure,,,,,,,
서원인텍,no_disclosure,,,,,,,
정상제이엘에스,no_disclosure,,,,,,,
로체시스템즈,no_disclosure,,,,,,,
큐브엔터,no_disclosure,,,,,,,
에이엘티,no_disclosure,,,,,,,
모비스,no_disclosure,,,,,,,
KT밀리의서재,no_disclosure,,,,,,,
아미노로직스,no_disclosure,,,,,,,
로젠,no_disclosure,,,,,,,
대봉엘에스,no_disclosure,,,,,,,
블루콤,no_disclosure,,,,,,,
위드텍,no_disclosure,,,,,,,
폴레드,no_disclosure,,,,,,,
웹케시,no_disclosure,,,,,,,
동신건설,no_disclosure,,,,,,,
라온시큐어,no_disclosure,,,,,,,
스톤브릿지벤처스,no_disclosure,,,,,,,
오성첨단소재,no_disclosure,,,,,,,
일지테크,no_disclosure,,,,,,,
젝시믹스,no_disclosure,,,,,,,
디앤씨미디어,no_disclosure,,,,,,,
삼기에너지솔루션즈,no_disclosure,,,,,,,
미래컴퍼니,no_disclosure,,,,,,,
큐리오시스,no_disclosure,,,,,,,
광무,no_disclosure,,,,,,,
크레버스,no_disclosure,,,,,,,
한빛레이저,no_disclosure,,,,,,,
한국첨단소재,no_disclosure,,,,,,,
동국S&C,no_disclosure,,,,,,,
엔알비,no_disclosure,,,,,,,
대림제지,no_disclosure,,,,,,,
창해에탄올,no_disclosure,,,,,,,
지니너스,no_disclosure,,,,,,,
로보로보,no_disclosure,,,,,,,
나이스디앤비,no_disclosure,,,,,,,
삼영엠텍,no_disclosure,,,,,,,
위닉스,no_disclosure,,,,,,,
한국파마,no_disclosure,,,,,,,
레이,no_disclosure,,,,,,,
지오엘리먼트,no_disclosure,,,,,,,
셀루메드,no_disclosure,,,,,,,
테라뷰,no_disclosure,,,,,,,
엔지켐생명과학,no_disclosure,,,,,,,
MDS테크,no_disclosure,,,,,,,
드림씨아이에스,no_disclosure,,,,,,,
에스트래픽,no_disclosure,,,,,,,
이니텍,no_disclosure,,,,,,,
삼아제약,no_disclosure,,,,,,,
케이옥션,no_disclosure,,,,,,,
엠게임,no_disclosure,,,,,,,
한국컴퓨터,no_disclosure,,,,,,,
대한뉴팜,no_disclosure,,,,,,,
액스비스,no_disclosure,,,,,,,
알서포트,no_disclosure,,,,,,,
새빗켐,no_disclosure,,,,,,,
아이큐어,no_disclosure,,,,,,,
KX하이텍,no_disclosure,,,,,,,
아이앤씨,no_disclosure,,,,,,,
지에프아이,no_disclosure,,,,,,,
