종목명,기준일,수주잔고(억원)
에이치와이티씨,20250515,62.8
에이치와이티씨,20250320,62.8
KG에코솔루션,20260515,121.2
KG에코솔루션,20251114,149.6
KG에코솔루션,20250814,136.0
KG에코솔루션,20250515,135.8
KG에코솔루션,20241114,196.6
KG에코솔루션,20240814,354.2
에코글로우,20260515,30.0
엠브레인,20260515,164.0
엠브레인,20260213,125.7
엠브레인,20251114,160.2
엠브레인,20250515,132.6
엠브레인,20250214,112.4
엠브레인,20241114,158.3
엠브레인,20240919,123.5
오파스넷,20260515,1444.5
오파스넷,20260320,2332944.6
오파스넷,20251113,1453475.0
오파스넷,20250813,1025219.8
오파스넷,20250515,1509.5
오파스넷,20250321,1241.1
오파스넷,20241114,1334.2
오파스넷,20240814,1227.0
아고스,20260515,32.4
아고스,20260323,70.8
아고스,20251114,104.4
아고스,20250814,150.0
아고스,20250515,48.7
아고스,20241114,134.2
아고스,20240814,182.0
서전기전,20260515,655.0
서전기전,20260319,601.9
서전기전,20251114,736.9
서전기전,20250813,727.8
서전기전,20250515,725.9
서전기전,20250319,644.4
서전기전,20241114,670.4
서전기전,20240814,638.0
윈하이텍,20260515,647.5
윈하이텍,20260320,436.7
윈하이텍,20251114,433.7
윈하이텍,20250814,490.2
윈하이텍,20250515,382.3
윈하이텍,20241112,389.2
윈하이텍,20240813,586.8
HLB펩,20260515,5.7
HLB펩,20251114,2.8
디에이테크놀로지,20260515,15.1
디에이테크놀로지,20251114,304.4
디에이테크놀로지,20250814,49.5
디에이테크놀로지,20250515,25.6
디에이테크놀로지,20250331,432.9
디에이테크놀로지,20241114,201.9
디에이테크놀로지,20240814,174.3
케이엔알시스템,20260515,183.8
케이엔알시스템,20251114,215.0
케이엔알시스템,20250814,215.0
케이엔알시스템,20250515,215.0
케이엔알시스템,20241114,511.8
케이엔알시스템,20240814,511.8
제일일렉트릭,20260515,811.4
제일일렉트릭,20251201,776.5
제일일렉트릭,20250829,859.6
제일일렉트릭,20250530,896.2
제일일렉트릭,20241126,1021.5
제일일렉트릭,20240826,1030.0
에이비온,20260515,7272.7
에이비온,20251031,7272.7
에이비온,20250814,7272.7
에이비온,20250515,10000.0
에이비온,20250320,10767.5
에이비온,20241114,11096.9
에이비온,20240814,11096.9
와이제이링크,20260514,41.4
네오오토,20260515,10177.0
네오오토,20260319,10688.9
네오오토,20251113,9608.0
네오오토,20250814,10058.2
네오오토,20250515,10507.1
네오오토,20250320,7811.7
네오오토,20241114,8218.0
네오오토,20240814,8669.3
콜마바이오텍,20260515,118.8
콜마바이오텍,20260323,110.0
콜마바이오텍,20251114,140.7
콜마바이오텍,20250814,136.1
콜마바이오텍,20250515,110.0
콜마바이오텍,20241114,109.1
콜마바이오텍,20240814,107.3
러셀,20260515,182.7
러셀,20260323,69.8
러셀,20251114,55.3
러셀,20250814,55.2
러셀,20250515,24.9
러셀,20241114,58.9
러셀,20240814,85.2
더코디,20260515,43.8
더코디,20251114,42.6
더코디,20250814,34.5
더코디,20250515,56.1
더코디,20241114,26.3
더코디,20240814,22.8
신테카바이오,20260515,7.0
신테카바이오,20251114,5.9
신테카바이오,20250814,6.2
신테카바이오,20250513,6.5
신테카바이오,20241114,10.0
신테카바이오,20240814,10.0
라온로보틱스,20260514,293.2
라온로보틱스,20260318,148.2
라온로보틱스,20251114,164.0
라온로보틱스,20250813,144.5
라온로보틱스,20250514,181.5
라온로보틱스,20241113,235.0
라온로보틱스,20240813,168.7
싸이닉솔루션,20260515,403.9
싸이닉솔루션,20260320,1545.6
싸이닉솔루션,20251114,1125.1
피앤씨테크,20260515,7.2
피앤씨테크,20260318,7.2
피앤씨테크,20251114,7.2
피앤씨테크,20250814,13.8
피앤씨테크,20250515,13.8
피앤씨테크,20250321,0.0
피앤씨테크,20241113,0.0
힘스,20260514,432.3
힘스,20260318,401.2
힘스,20251114,320.6
힘스,20250814,361.5
힘스,20250514,478.5
힘스,20250318,255.9
힘스,20241114,127.6
힘스,20240814,2818.9
유진테크놀로지,20260515,48.3
유진테크놀로지,20251114,66.0
유진테크놀로지,20250814,13.6
유진테크놀로지,20250515,16.0
유진테크놀로지,20241114,77.0
유진테크놀로지,20240814,221.6
아스타,20260515,8416.7
아스타,20251114,0.0
아스타,20250814,0.0
브이원텍,20260515,499.0
브이원텍,20260324,569.5
브이원텍,20251114,750.1
브이원텍,20250814,501.8
브이원텍,20250515,478.8
브이원텍,20241114,547.8
브이원텍,20240814,625.8
네오셈,20260515,267.1
네오셈,20241114,106.0
야스,20260515,206.8
야스,20260323,47.1
야스,20251114,16.7
야스,20250814,27.6
야스,20250515,43.4
야스,20250321,80.6
야스,20241114,50.3
야스,20240814,73.3
피엔티엠에스,20260513,355.0
피엔티엠에스,20260316,331.5
피엔티엠에스,20251111,331.5
피엔티엠에스,20250811,331.5
피엔티엠에스,20250513,331.5
피엔티엠에스,20250317,273.3
피엔티엠에스,20241111,273.3
피엔티엠에스,20240809,273.3
케일럼,20260515,16.1
케일럼,20251114,471.8
케일럼,20250814,150.1
케일럼,20250515,105.7
케일럼,20241114,154.0
케일럼,20240814,200.1
엠플러스,20260515,10.9
엠플러스,20251114,17.1
엠플러스,20250814,22.6
엠플러스,20250514,26.0
엠플러스,20241114,27.5
엠플러스,20240814,28.5
아이퀘스트,20260507,149.6
아이퀘스트,20251111,100.0
아이퀘스트,20250813,138.2
아이퀘스트,20250514,145.9
아이퀘스트,20241113,99.3
아이퀘스트,20240814,106.1
디케이앤디,20260513,51.3
디케이앤디,20250514,145.8
디알젬,20260514,1040.1
디알젬,20251113,1129.2
디알젬,20250813,88424.9
디알젬,20250514,99381.0
디알젬,20250320,127886.7
디알젬,20241113,125008.9
디알젬,20240812,216821.8
유비쿼스,20260515,1030.2
유비쿼스,20251114,1247.4
유비쿼스,20250814,1365.8
유비쿼스,20250515,1418.9
유비쿼스,20241114,1613.8
유비쿼스,20240814,1674.3
팸텍,20260515,165.9
팸텍,20251114,270.2
팸텍,20250814,234.5
팸텍,20250514,107.9
팸텍,20241114,152.0
팸텍,20240814,162.0
이노시뮬레이션,20260515,184.2
이노시뮬레이션,20260323,155.7
이노시뮬레이션,20251114,161.1
이노시뮬레이션,20250814,180.0
이노시뮬레이션,20250515,214.7
이노시뮬레이션,20250320,154.0
이노시뮬레이션,20241114,158.4
이노시뮬레이션,20240814,172.5
스코넥,20260518,4.3
스코넥,20251114,22.3
스코넥,20250814,31.6
스코넥,20250514,32.1
스코넥,20241114,23.6
티에스아이,20260512,508.8
티에스아이,20251113,1967.5
티에스아이,20250813,1201.8
티에스아이,20250515,644.8
티에스아이,20250318,2719.9
티에스아이,20241101,1856.5
티에스아이,20240814,5589.4
HLB바이오스텝,20260515,581.7
HLB바이오스텝,20251114,528.1
HLB바이오스텝,20250813,528.1
HLB바이오스텝,20250515,528.1
HLB바이오스텝,20250318,862.8
HLB바이오스텝,20241114,862.8
미디어젠,20260514,79.4
미디어젠,20260320,71.8
미디어젠,20251113,115.0
미디어젠,20250813,85.8
미디어젠,20250514,93.2
미디어젠,20250320,152.8
미디어젠,20241114,96.3
미디어젠,20240813,97.3
에스프리즘,20260515,117.4
에스프리즘,20260319,52.1
에스프리즘,20251114,103.1
에스프리즘,20250814,134.0
에스프리즘,20250515,153.2
에스프리즘,20241114,208105.5
에스프리즘,20240814,201717.9
자이언트스텝,20260515,0.5
자이언트스텝,20251114,0.5
자이언트스텝,20250814,0.5
자이언트스텝,20250515,0.5
자이언트스텝,20250321,0.8
자이언트스텝,20241114,0.8
자이언트스텝,20240814,0.8
신도기연,20260515,108.3
신도기연,20251114,289.7
신도기연,20250814,311.3
신도기연,20250515,336.2
신도기연,20240814,48.2
액트로,20260514,161.6
핀텔,20260514,24.8
핀텔,20251113,47.7
핀텔,20250814,51.1
핀텔,20250515,20.1
핀텔,20241113,40.9
핀텔,20240812,45.0
레몬,20260515,21.1
레몬,20251114,10.0
레몬,20250814,1.7
레몬,20250515,2.7
레몬,20250319,2.2
레몬,20241114,0.5
레몬,20240814,1.4
HB솔루션,20260515,183.2
HB솔루션,20260318,167.9
HB솔루션,20251114,197.2
HB솔루션,20250814,139.7
HB솔루션,20250514,409.3
HB솔루션,20250318,548.2
HB솔루션,20241114,648.5
HB솔루션,20240813,448.7
라온피플,20260515,398.8
라온피플,20251114,1288.2
라온피플,20250814,1089.2
라온피플,20250515,6897755.6
라온피플,20250321,2202.3
라온피플,20241114,1259.6
라온피플,20240814,979.8
이노뎁,20260515,867.8
이노뎁,20251114,840.3
이노뎁,20250822,840.3
이노뎁,20250523,0.7
캐리,20260515,81.7
캐리,20260407,169.9
캐리,20251114,169.9
캐리,20250814,169.9
캐리,20250515,169.9
캐리,20241114,523.2
프로이천,20260515,52.2
프로이천,20260320,30.7
프로이천,20251112,40.5
프로이천,20250812,27.8
프로이천,20250509,24.9
프로이천,20241114,25.0
프로이천,20240813,42.0
LS티라유텍,20260515,154.4
LS티라유텍,20251114,144.7
LS티라유텍,20250814,109.3
LS티라유텍,20250515,147.9
LS티라유텍,20250312,109.0
LS티라유텍,20241114,114.4
LS티라유텍,20240814,162.4
제이엘케이,20260515,2.5
제이엘케이,20251114,5.0
제이엘케이,20250814,5.0
제이엘케이,20250515,7.0
제이엘케이,20241114,13.6
제이엘케이,20240814,13.6
시선AI,20260514,112.1
시선AI,20251114,68.0
시선AI,20250814,51.8
시선AI,20250509,54.7
시선AI,20241113,86.1
알체라,20260515,115.8
알체라,20250514,98.0
알체라,20241114,141.5
위드텍,20260515,240.4
위드텍,20251114,166.0
위드텍,20250814,223.9
위드텍,20250515,148.6
위드텍,20250314,79.5
위드텍,20241113,85.6
위드텍,20240814,77.8
넥사다이내믹스,20260515,15.8
넥사다이내믹스,20251114,14.1
넥사다이내믹스,20250814,17.2
넥사다이내믹스,20250515,26.8
넥사다이내믹스,20241114,138.5
넥사다이내믹스,20240814,54.3
오비고,20260515,60.4
오비고,20251114,55.5
오비고,20250814,56.4
크라우드웍스,20260515,32.1
크라우드웍스,20251114,59.1
크라우드웍스,20250814,39.4
크라우드웍스,20250515,34.5
크라우드웍스,20241114,75.8
크라우드웍스,20240814,79.1
SKAI,20260515,7153.0
SKAI,20250515,10239.5
씨엔알리서치,20260514,1494.2
씨엔알리서치,20251114,1489.4
씨엔알리서치,20250814,1532.1
씨엔알리서치,20250515,1608.7
씨엔알리서치,20250319,1545.7
씨엔알리서치,20241114,1518.6
씨엔알리서치,20240814,1524.1
플래티어,20260515,74.1
플래티어,20260319,56.6
플래티어,20251114,83.1
플래티어,20250814,137.4
플래티어,20250515,197.8
플래티어,20250318,332918.4
플래티어,20241114,57.2
플래티어,20240814,52.5
윤성에프앤씨,20260515,2096.7
윤성에프앤씨,20251114,1890.2
윤성에프앤씨,20250814,1946.8
윤성에프앤씨,20250515,2285.9
윤성에프앤씨,20250320,2381.9
윤성에프앤씨,20241114,2866.8
윤성에프앤씨,20240814,3001.6
씨유테크,20260513,2841.7
씨유테크,20251114,1729.3
씨유테크,20250814,1729.3
씨유테크,20250514,1729.3
씨유테크,20250321,2164.4
씨유테크,20241113,2164.4
씨유테크,20240813,2164.4
필에너지,20260514,818.3
필에너지,20260316,736.7
필에너지,20251114,646.4
필에너지,20250813,621.6
필에너지,20250515,828.8
필에너지,20241111,1482.4
필에너지,20240814,1998.8
옵티코어,20260515,28.2
옵티코어,20260323,108.1
옵티코어,20251114,91.5
옵티코어,20250814,18.6
옵티코어,20250515,8.4
옵티코어,20250320,16.0
옵티코어,20241114,61.0
옵티코어,20240814,34.2
뉴로핏,20260515,6112.6
뉴로핏,20251114,7532.7
뉴로핏,20250814,10499.5
지에프씨생명과학,20260513,0.1
지에프씨생명과학,20251114,0.2
지에프씨생명과학,20250814,0.1
지에프씨생명과학,20250318,0.1
지에프씨생명과학,20230317,2684.8
유일로보틱스,20260515,59.2
유일로보틱스,20260318,59.2
라이콤,20260515,107.3
라이콤,20260318,65.8
라이콤,20251114,102.0
라이콤,20250814,39.0
라이콤,20250515,31.8
라이콤,20250318,47.1
라이콤,20241113,53.3
라이콤,20240812,43.5
자람테크놀로지,20260515,51.9
자람테크놀로지,20251114,78.9
자람테크놀로지,20250814,58.0
자람테크놀로지,20250515,31.0
자람테크놀로지,20241114,169.0
자람테크놀로지,20240812,105.1
포바이포,20260513,100.3
포바이포,20251114,124.2
포바이포,20250814,116.6
포바이포,20240814,21025.4
인벤티지랩,20260601,6.4
인벤티지랩,20251201,68.9
인벤티지랩,20250827,68.9
세아메카닉스,20260514,6119.1
세아메카닉스,20251114,7053.0
세아메카닉스,20250813,7084.2
세아메카닉스,20250514,7275.8
세아메카닉스,20241113,4677.4
세아메카닉스,20240813,4615.4
에스지헬스케어,20260601,19.5
에스지헬스케어,20251128,129.9
에스지헬스케어,20250829,132.6
에스지헬스케어,20250530,14.5
에스지헬스케어,20250321,0.0
가온칩스,20260515,502.7
가온칩스,20251114,347.5
가온칩스,20250814,250.0
코난테크놀로지,20260515,0.3
코난테크놀로지,20251114,0.3
코난테크놀로지,20250813,0.3
코난테크놀로지,20250515,0.3
코난테크놀로지,20250321,0.3
코난테크놀로지,20241114,0.3
코난테크놀로지,20240814,0.3
나라셀라,20260508,605.6
나라셀라,20251114,1320.3
나라셀라,20250814,1320.3
나라셀라,20250515,1320.3
나라셀라,20241129,8387.1
나라셀라,20240829,8387.1
제일엠앤에스,20260515,3942.9
제일엠앤에스,20251201,3939.3
제일엠앤에스,20250829,2482.3
제일엠앤에스,20250515,2782.7
제일엠앤에스,20250407,5864.3
제일엠앤에스,20241114,3383.0
엠오티,20260515,113.6
엠오티,20251114,492.1
엠오티,20250814,263.0
엠오티,20250515,163.5
엠오티,20250318,848.6
E8,20260515,1.0
E8,20260323,1.0
E8,20251114,1.0
E8,20250814,1.0
E8,20250515,7307.7
E8,20241114,16235.7
E8,20240814,1.0
벨로크,20260514,148.8
벨로크,20251113,190.6
벨로크,20250813,87.5
벨로크,20250514,60.7
벨로크,20241114,92.8
벨로크,20240814,86.1
케이쓰리아이,20260515,59.5
케이쓰리아이,20260323,67.8
케이쓰리아이,20251114,84.1
케이쓰리아이,20250814,70.6
케이쓰리아이,20250515,32.3
케이쓰리아이,20250321,46.8
케이쓰리아이,20241114,107.4
퀄리타스반도체,20260515,51.5
퀄리타스반도체,20260319,53.5
퀄리타스반도체,20251114,36.4
퀄리타스반도체,20250814,27.9
퀄리타스반도체,20250514,18.8
오픈놀,20260513,297.7
오픈놀,20241114,1.1
오픈놀,20240813,1.1
큐리옥스바이오시스템즈,20260515,29.1
큐리옥스바이오시스템즈,20251114,29.3
큐리옥스바이오시스템즈,20250814,34.5
큐리옥스바이오시스템즈,20250515,26.4
큐리옥스바이오시스템즈,20241114,26430566.4
큐리옥스바이오시스템즈,20240814,26430566.4
인스웨이브,20260515,315.3
인스웨이브,20251114,137.4
인스웨이브,20250814,108.6
인스웨이브,20250515,121.8
인스웨이브,20241114,141.4
인스웨이브,20240814,71.0
아이엠티,20260508,12800.0
아이엠티,20260318,27420.0
아이엠티,20251114,27420.0
아이엠티,20250814,26250.0
아이엠티,20250515,12950.0
민테크,20260515,29.0
민테크,20260318,39.2
민테크,20251114,93.2
민테크,20250814,173.7
민테크,20250514,140.3
민테크,20250320,138.4
민테크,20241114,115.3
민테크,20240813,116.0
피아이이,20260514,66.4
피아이이,20260323,189.7
피아이이,20251114,128.6
피아이이,20250814,83.8
피아이이,20250515,49.3
피아이이,20250324,650.3
이엔셀,20260515,76.8
이엔셀,20251114,91.0
이엔셀,20250814,50.5
이엔셀,20250515,38.6
이엔셀,20241114,92.0
이노스페이스,20260513,81.5
이노스페이스,20251114,73.7
이노스페이스,20250812,144.3
이노스페이스,20250515,143.9
이노스페이스,20241114,149.3
이노스페이스,20240814,141.5
에스오에스랩,20260515,6.0
에스오에스랩,20251114,4.8
에스오에스랩,20250814,4.8
에스오에스랩,20250515,26.7
엔알비,20260515,171.6
엔알비,20251114,1606.0
엔알비,20250814,1523.2
에스켐,20260514,66.7
M83,20260515,113.9
M83,20251114,40.1
M83,20250814,49.9
M83,20250515,12.3
M83,20241114,65.5
티엑스알로보틱스,20260514,394.2
티엑스알로보틱스,20260318,262.3
티엑스알로보틱스,20251114,262.3
티엑스알로보틱스,20250814,262.3
티엑스알로보틱스,20250515,262.3
비츠로넥스텍,20260515,657.4
세미파이브,20260515,7584.7
